tokenID,name,description,file_name,attributes[Night],attributes[Sheet],attributes[Mug],attributes[Hat],attributes[Wrap],attributes[Charm]
2928,Shook'um #2928,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2928.gif,Graveyard,Classic,Sparkly,Pumpkin,Scarf,Pumpkin
2929,Shook'um #2929,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2929.gif,Void,Classic,Sleepy,Party,None,None
2930,Shook'um #2930,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2930.gif,Dusk,Blush,Angry,Bow,None,Moon
2931,Shook'um #2931,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2931.gif,Parchment,Classic,Normal,Halo,Bowtie,Bat
2932,Shook'um #2932,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2932.gif,Blush,Void,Sparkly,Party,Pearls,None
2933,Shook'um #2933,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2933.gif,Parchment,Blush,Blep,None,Pearls,None
2934,Shook'um #2934,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2934.gif,Blush,Void,Blep,Pumpkin,Collar,None
2935,Shook'um #2935,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2935.gif,Candy,Classic,Sleepy,Flower,None,Potion
2936,Shook'um #2936,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2936.gif,Dusk,Classic,Sleepy,Halo,Chain,Candy
2937,Shook'um #2937,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2937.gif,Void,Void,Sparkly,Pumpkin,Cape,Pumpkin
2938,Shook'um #2938,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2938.gif,Parchment,Void,Sparkly,Witch,None,None
2939,Shook'um #2939,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2939.gif,Void,Classic,Normal,None,Bowtie,None
2940,Shook'um #2940,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2940.gif,Blood Moon,Blush,Normal,Witch,Bowtie,Candy
2941,Shook'um #2941,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2941.gif,Fog,Classic,Normal,Witch,None,Candy
2942,Shook'um #2942,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2942.gif,Candy,Blush,Blep,Pumpkin,None,Pumpkin
2943,Shook'um #2943,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2943.gif,Candy,Void,Heart,None,None,None
2944,Shook'um #2944,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2944.gif,Candy,Classic,Blep,Party,None,Candy
2945,Shook'um #2945,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2945.gif,Midnight,Classic,Spooked,None,Scarf,Potion
2946,Shook'um #2946,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2946.gif,Candy,Blush,Sparkly,None,None,Pumpkin
2947,Shook'um #2947,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2947.gif,Candy,Classic,Normal,Pumpkin,Pearls,Potion
2948,Shook'um #2948,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2948.gif,Midnight,Classic,Spooked,Bow,Collar,None
2949,Shook'um #2949,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2949.gif,Midnight,Blush,Normal,Wizard,Chain,Broom
2950,Shook'um #2950,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2950.gif,Midnight,Blush,Normal,Pumpkin,Collar,None
2951,Shook'um #2951,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2951.gif,Graveyard,Classic,Spooked,Flower,Chain,Pumpkin
2952,Shook'um #2952,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2952.gif,Midnight,Classic,Spooked,Halo,Cape,Candy
2953,Shook'um #2953,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2953.gif,Blush,Void,Normal,Bow,Pearls,None
2954,Shook'um #2954,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2954.gif,Blush,Classic,Sparkly,Flower,Chain,Bat
2955,Shook'um #2955,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2955.gif,Midnight,Classic,Wink,Witch,Scarf,Broom
2956,Shook'um #2956,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2956.gif,Candy,Classic,Heart,Party,Cape,None
2957,Shook'um #2957,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2957.gif,Candy,Classic,Angry,Pumpkin,Chain,None
2958,Shook'um #2958,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2958.gif,Blood Moon,Blush,Sparkly,Witch,Bowtie,None
2959,Shook'um #2959,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2959.gif,Candy,Classic,Blep,Witch,Chain,Candy
2960,Shook'um #2960,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2960.gif,Blush,Void,Blep,Witch,None,Candy
2961,Shook'um #2961,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2961.gif,Blush,Classic,Normal,None,Pearls,Potion
2962,Shook'um #2962,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2962.gif,Dusk,Blush,Spooked,Cat Ears,Chain,Candy Corn
2963,Shook'um #2963,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2963.gif,Void,Classic,Blep,Bow,None,None
2964,Shook'um #2964,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2964.gif,Candy,Classic,Spooked,Bow,Pearls,None
2965,Shook'um #2965,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2965.gif,Parchment,Blush,Sad,Flower,None,None
2966,Shook'um #2966,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2966.gif,Candy,Void,Sleepy,None,Collar,Candy Corn
2967,Shook'um #2967,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2967.gif,Midnight,Classic,Sad,None,None,None
2968,Shook'um #2968,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2968.gif,Midnight,Classic,Sleepy,None,None,Candy
2969,Shook'um #2969,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2969.gif,Graveyard,Blush,Sad,Halo,None,None
2970,Shook'um #2970,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2970.gif,Fog,Classic,Angry,Bow,Scarf,None
2971,Shook'um #2971,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2971.gif,Void,Classic,Sleepy,None,Chain,Broom
2972,Shook'um #2972,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2972.gif,Parchment,Void,Blep,Halo,Chain,Candy
2973,Shook'um #2973,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2973.gif,Candy,Classic,Wink,Wizard,Collar,None
2974,Shook'um #2974,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2974.gif,Dusk,Blush,Normal,Party,Cape,Candy Corn
2975,Shook'um #2975,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2975.gif,Parchment,Blush,Spooked,Flower,Pearls,None
2976,Shook'um #2976,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2976.gif,Pumpkin,Blush,Blep,Party,Bowtie,Pumpkin
2977,Shook'um #2977,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2977.gif,Parchment,Void,Angry,Flower,Scarf,Candy
2978,Shook'um #2978,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2978.gif,Blush,Blush,Sleepy,Flower,Chain,Candy Corn
2979,Shook'um #2979,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2979.gif,Blush,Classic,Blep,Cat Ears,Pearls,None
2980,Shook'um #2980,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2980.gif,Pumpkin,Classic,Sleepy,Bow,None,Pumpkin
2981,Shook'um #2981,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2981.gif,Candy,Blush,Angry,None,Cape,None
2982,Shook'um #2982,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2982.gif,Fog,Classic,Sparkly,Party,None,Potion
2983,Shook'um #2983,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2983.gif,Pumpkin,Blush,Starry,Flower,Bowtie,Moon
2984,Shook'um #2984,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2984.gif,Blood Moon,Void,Blep,Witch,None,Candy Corn
2985,Shook'um #2985,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2985.gif,Graveyard,Classic,Heart,None,Chain,Candy Corn
2986,Shook'um #2986,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2986.gif,Parchment,Void,Sleepy,Flower,None,None
2987,Shook'um #2987,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2987.gif,Graveyard,Classic,Wink,Crown,Bowtie,None
2988,Shook'um #2988,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2988.gif,Blush,Void,Sparkly,None,None,None
2989,Shook'um #2989,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2989.gif,Midnight,Classic,Wink,Witch,None,Potion
2990,Shook'um #2990,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2990.gif,Blush,Classic,Normal,Wizard,Cape,Bat
2991,Shook'um #2991,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2991.gif,Graveyard,Classic,Blep,None,Pearls,None
2992,Shook'um #2992,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2992.gif,Pumpkin,Classic,Spooked,None,None,Candy
2993,Shook'um #2993,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2993.gif,Blood Moon,Classic,Sad,None,Pearls,Broom
2994,Shook'um #2994,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2994.gif,Graveyard,Classic,Normal,None,Scarf,Potion
2995,Shook'um #2995,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2995.gif,Midnight,Void,Wink,Pumpkin,None,Potion
2996,Shook'um #2996,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2996.gif,Parchment,Blush,Normal,Halo,Pearls,Potion
2997,Shook'um #2997,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2997.gif,Midnight,Blush,Sleepy,Witch,Chain,Pumpkin
2998,Shook'um #2998,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2998.gif,Midnight,Classic,Normal,None,Scarf,Bat
2999,Shook'um #2999,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,2999.gif,Dusk,Classic,Normal,Party,Chain,Pumpkin
3000,Shook'um #3000,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3000.gif,Parchment,Void,Wink,Pumpkin,Collar,Bat
3001,Shook'um #3001,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3001.gif,Midnight,Classic,Normal,Bow,None,Moon
3002,Shook'um #3002,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3002.gif,Candy,Classic,Normal,Halo,None,Bat
3003,Shook'um #3003,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3003.gif,Pumpkin,Classic,Sparkly,Party,None,Bat
3004,Shook'um #3004,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3004.gif,Blush,Classic,Starry,None,Cape,None
3005,Shook'um #3005,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3005.gif,Parchment,Classic,Angry,None,Chain,Broom
3006,Shook'um #3006,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3006.gif,Dusk,Classic,Spooked,None,Collar,None
3007,Shook'um #3007,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3007.gif,Candy,Void,Spooked,Pumpkin,None,Candy
3008,Shook'um #3008,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3008.gif,Parchment,Blush,Angry,None,Scarf,None
3009,Shook'um #3009,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3009.gif,Blush,Classic,Normal,None,Bowtie,None
3010,Shook'um #3010,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3010.gif,Blood Moon,Void,Normal,Halo,Pearls,None
3011,Shook'um #3011,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3011.gif,Graveyard,Classic,Blep,Halo,Collar,None
3012,Shook'um #3012,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3012.gif,Candy,Blush,Sparkly,Pumpkin,None,None
3013,Shook'um #3013,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3013.gif,Blood Moon,Classic,Wink,None,None,None
3014,Shook'um #3014,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3014.gif,Blood Moon,Classic,Wink,None,Collar,Candy
3015,Shook'um #3015,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3015.gif,Fog,Classic,Angry,Cat Ears,None,Pumpkin
3016,Shook'um #3016,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3016.gif,Blood Moon,Classic,Sparkly,None,Chain,Moon
3017,Shook'um #3017,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3017.gif,Graveyard,Void,Blep,Flower,Chain,Potion
3018,Shook'um #3018,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3018.gif,Pumpkin,Classic,Sparkly,Party,None,None
3019,Shook'um #3019,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3019.gif,Midnight,Classic,Normal,Flower,Bowtie,Candy
3020,Shook'um #3020,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3020.gif,Candy,Classic,Normal,Pumpkin,Chain,None
3021,Shook'um #3021,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3021.gif,Parchment,Classic,Blep,Halo,None,Potion
3022,Shook'um #3022,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3022.gif,Dusk,Void,Normal,Flower,None,None
3023,Shook'um #3023,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3023.gif,Fog,Void,Spooked,Crown,Chain,None
3024,Shook'um #3024,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3024.gif,Midnight,Blush,Sad,Crown,None,None
3025,Shook'um #3025,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3025.gif,Pumpkin,Classic,Spooked,Cat Ears,None,Broom
3026,Shook'um #3026,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3026.gif,Fog,Void,Sparkly,Bow,Scarf,None
3027,Shook'um #3027,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3027.gif,Fog,Classic,Sleepy,None,None,None
3028,Shook'um #3028,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3028.gif,Void,Classic,Normal,Bow,None,Moon
3029,Shook'um #3029,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3029.gif,Candy,Classic,Starry,Bow,Pearls,None
3030,Shook'um #3030,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3030.gif,Parchment,Classic,Sleepy,Bow,None,Candy
3031,Shook'um #3031,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3031.gif,Parchment,Blush,Spooked,Bow,None,Pumpkin
3032,Shook'um #3032,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3032.gif,Blush,Classic,Sparkly,None,None,Broom
3033,Shook'um #3033,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3033.gif,Graveyard,Blush,Starry,Bow,Bowtie,Candy
3034,Shook'um #3034,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3034.gif,Graveyard,Classic,Normal,Witch,None,Candy
3035,Shook'um #3035,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3035.gif,Graveyard,Classic,Angry,None,Chain,Broom
3036,Shook'um #3036,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3036.gif,Graveyard,Classic,Angry,Pumpkin,Bowtie,None
3037,Shook'um #3037,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3037.gif,Candy,Blush,Sad,Halo,None,Candy
3038,Shook'um #3038,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3038.gif,Blood Moon,Classic,Spooked,None,Chain,None
3039,Shook'um #3039,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3039.gif,Pumpkin,Classic,Normal,Flower,Cape,Bat
3040,Shook'um #3040,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3040.gif,Candy,Void,Normal,Crown,Cape,Candy
3041,Shook'um #3041,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3041.gif,Fog,Void,Sleepy,Pumpkin,Scarf,Pumpkin
3042,Shook'um #3042,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3042.gif,Parchment,Blush,Normal,Party,Bowtie,Pumpkin
3043,Shook'um #3043,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3043.gif,Midnight,Blush,Sparkly,None,Pearls,Potion
3044,Shook'um #3044,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3044.gif,Pumpkin,Classic,Blep,Halo,Collar,Bat
3045,Shook'um #3045,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3045.gif,Midnight,Classic,Wink,Cat Ears,Collar,Broom
3046,Shook'um #3046,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3046.gif,Parchment,Blush,Normal,Bow,Chain,Candy Corn
3047,Shook'um #3047,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3047.gif,Void,Classic,Spooked,Bow,Scarf,Candy
3048,Shook'um #3048,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3048.gif,Blush,Void,Angry,None,None,Candy Corn
3049,Shook'um #3049,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3049.gif,Pumpkin,Classic,Spooked,Witch,Collar,None
3050,Shook'um #3050,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3050.gif,Blush,Blush,Blep,Pumpkin,None,Candy Corn
3051,Shook'um #3051,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3051.gif,Fog,Classic,Blep,None,None,Candy Corn
3052,Shook'um #3052,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3052.gif,Dusk,Blush,Sleepy,Bow,Pearls,Pumpkin
3053,Shook'um #3053,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3053.gif,Fog,Classic,Sparkly,Bow,Bowtie,None
3054,Shook'um #3054,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3054.gif,Blood Moon,Classic,Spooked,Wizard,Collar,Bat
3055,Shook'um #3055,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3055.gif,Blush,Classic,Blep,Flower,Bowtie,Bat
3056,Shook'um #3056,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3056.gif,Candy,Blush,Wink,None,Pearls,None
3057,Shook'um #3057,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3057.gif,Parchment,Classic,Sad,None,Pearls,Candy Corn
3058,Shook'um #3058,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3058.gif,Dusk,Classic,Sparkly,Crown,None,Candy Corn
3059,Shook'um #3059,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3059.gif,Parchment,Blush,Normal,Party,Pearls,Potion
3060,Shook'um #3060,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3060.gif,Fog,Void,Normal,Pumpkin,Pearls,Candy Corn
3061,Shook'um #3061,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3061.gif,Blush,Blush,Blep,Flower,Collar,None
3062,Shook'um #3062,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3062.gif,Candy,Blush,Heart,None,Cape,None
3063,Shook'um #3063,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3063.gif,Dusk,Classic,Sleepy,None,Scarf,Potion
3064,Shook'um #3064,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3064.gif,Pumpkin,Classic,Sleepy,None,None,Candy
3065,Shook'um #3065,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3065.gif,Dusk,Blush,Normal,Witch,None,None
3066,Shook'um #3066,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3066.gif,Fog,Classic,Angry,Party,None,Broom
3067,Shook'um #3067,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3067.gif,Blush,Classic,Blep,None,None,None
3068,Shook'um #3068,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3068.gif,Parchment,Blush,Normal,Cat Ears,Scarf,None
3069,Shook'um #3069,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3069.gif,Parchment,Blush,Sleepy,None,None,None
3070,Shook'um #3070,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3070.gif,Parchment,Classic,Angry,Witch,Cape,Candy
3071,Shook'um #3071,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3071.gif,Midnight,Classic,Sleepy,None,None,Moon
3072,Shook'um #3072,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3072.gif,Pumpkin,Blush,Blep,Party,None,Broom
3073,Shook'um #3073,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3073.gif,Graveyard,Classic,Sparkly,Flower,Scarf,Potion
3074,Shook'um #3074,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3074.gif,Pumpkin,Blush,Sleepy,Crown,Pearls,Candy Corn
3075,Shook'um #3075,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3075.gif,Midnight,Blush,Sleepy,None,Chain,Pumpkin
3076,Shook'um #3076,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3076.gif,Graveyard,Classic,Sad,Party,None,Pumpkin
3077,Shook'um #3077,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3077.gif,Parchment,Void,Normal,None,Scarf,None
3078,Shook'um #3078,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3078.gif,Midnight,Blush,Heart,Bow,None,Candy Corn
3079,Shook'um #3079,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3079.gif,Candy,Blush,Wink,Flower,Bowtie,Pumpkin
3080,Shook'um #3080,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3080.gif,Fog,Blush,Spooked,Pumpkin,None,Potion
3081,Shook'um #3081,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3081.gif,Blush,Classic,Spooked,Cat Ears,Collar,None
3082,Shook'um #3082,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3082.gif,Midnight,Blush,Angry,None,Pearls,None
