tokenID,name,description,file_name,attributes[Stock],attributes[Screen],attributes[Figure],attributes[Pass],attributes[Knockout],attributes[Slug],attributes[Mark]
3292,Print #3292,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3292.gif,Cream Sheet,Aqua Mesh,Pop,Cuff Pass,Focus,Clear Slug,Star Burst
3293,Print #3293,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3293.gif,Ice Sheet,Gild Mist,Kick,Cuff Pass,Dots,Kerchief,Reg Ticks
3294,Print #3294,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3294.gif,Blush Sheet,Aqua Mesh,Twirl,Smock Pass,Focus,Clear Slug,Ink Splash
3295,Print #3295,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3295.gif,Kraft Sheet,Gild Mist,Kick,Open Plate,Wink,Kerchief,Clean Grip
3296,Print #3296,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3296.gif,Blush Sheet,Navy Mesh,Kick,Sash Pass,Shout,Burst,Clean Grip
3297,Print #3297,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3297.gif,Kraft Sheet,Rosa Mesh,Reach,Bib Pass,Focus,Burst,Clean Grip
3298,Print #3298,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3298.gif,Mint Sheet,Gild Mist,Hop,Flare Pass,Wink,Clear Slug,Crop Marks
3299,Print #3299,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3299.gif,Mint Sheet,Navy Mesh,Hop,Flare Pass,Focus,Kerchief,Reg Ticks
3300,Print #3300,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3300.gif,Fog Sheet,Navy Mesh,Twirl,Wrap Pass,Calm,Clear Slug,Star Burst
3301,Print #3301,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3301.gif,Fog Sheet,Bare Stock,Pop,Sash Pass,Calm,Kerchief,Ink Splash
3302,Print #3302,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3302.gif,Fog Sheet,Rosa Mesh,Twirl,Open Plate,Dots,Bow,Clean Grip
3303,Print #3303,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3303.gif,Lemon Sheet,Aqua Mesh,Stomp,Open Plate,Dots,Burst,Clean Grip
3304,Print #3304,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3304.gif,Ice Sheet,Bare Stock,Pop,Smock Pass,Focus,Clear Slug,Reg Ticks
3305,Print #3305,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3305.gif,Recycled Sheet,Ember Dust,Twirl,Sash Pass,Focus,Bow,Star Burst
3306,Print #3306,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3306.gif,Blush Sheet,Rosa Mesh,Sway,Open Plate,Dots,Bow,Clean Grip
3307,Print #3307,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3307.gif,Blush Sheet,Aqua Mesh,Stomp,Smock Pass,Calm,Bow,Reg Ticks
3308,Print #3308,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3308.gif,Blush Sheet,Ember Dust,Reach,Wrap Pass,Shout,Clear Slug,Clean Grip
3309,Print #3309,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3309.gif,Kraft Sheet,Bare Stock,Hop,Wrap Pass,Dots,Kerchief,Star Burst
3310,Print #3310,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3310.gif,Blush Sheet,Rosa Mesh,Sway,Bib Pass,Dots,Kerchief,Clean Grip
3311,Print #3311,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3311.gif,Blush Sheet,Aqua Mesh,Hop,Wrap Pass,Wink,Brim,Star Burst
3312,Print #3312,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3312.gif,Blush Sheet,Gild Mist,Twirl,Open Plate,Shout,Bow,Reg Ticks
3313,Print #3313,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3313.gif,Ice Sheet,Ember Dust,Reach,Open Plate,Dots,Brim,Star Burst
3314,Print #3314,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3314.gif,Lemon Sheet,Bare Stock,Hop,Sash Pass,Shout,Brim,Crop Marks
3315,Print #3315,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3315.gif,Lemon Sheet,Bare Stock,Stomp,Open Plate,Wink,Kerchief,Star Burst
3316,Print #3316,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3316.gif,Kraft Sheet,Bare Stock,Sway,Wrap Pass,Calm,Kerchief,Crop Marks
3317,Print #3317,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3317.gif,Cream Sheet,Aqua Mesh,Twirl,Sash Pass,Calm,Clear Slug,Clean Grip
3318,Print #3318,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3318.gif,Cream Sheet,Bare Stock,Sway,Open Plate,Dots,Clear Slug,Ink Splash
3319,Print #3319,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3319.gif,Fog Sheet,Ember Dust,Sway,Smock Pass,Calm,Bow,Star Burst
3320,Print #3320,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3320.gif,Ice Sheet,Gild Mist,Kick,Open Plate,Grin,Bow,Ink Splash
3321,Print #3321,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3321.gif,Blush Sheet,Navy Mesh,Kick,Cuff Pass,Dots,Brim,Ink Splash
3322,Print #3322,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3322.gif,Cream Sheet,Gild Mist,Twirl,Wrap Pass,Shout,Burst,Star Burst
3323,Print #3323,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3323.gif,Cream Sheet,Rosa Mesh,Twirl,Bib Pass,Grin,Brim,Reg Ticks
3324,Print #3324,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3324.gif,Blush Sheet,Bare Stock,Reach,Cuff Pass,Focus,Clear Slug,Star Burst
3325,Print #3325,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3325.gif,Mint Sheet,Gild Mist,Twirl,Open Plate,Shout,Brim,Reg Ticks
3326,Print #3326,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3326.gif,Lemon Sheet,Aqua Mesh,Reach,Smock Pass,Calm,Burst,Clean Grip
3327,Print #3327,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3327.gif,Ice Sheet,Rosa Mesh,Kick,Open Plate,Dots,Kerchief,Reg Ticks
3328,Print #3328,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3328.gif,Ice Sheet,Aqua Mesh,Sway,Sash Pass,Wink,Burst,Reg Ticks
3329,Print #3329,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3329.gif,Ice Sheet,Bare Stock,Stomp,Flare Pass,Wink,Brim,Crop Marks
3330,Print #3330,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3330.gif,Cream Sheet,Aqua Mesh,Twirl,Cuff Pass,Dots,Burst,Crop Marks
3331,Print #3331,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3331.gif,Cream Sheet,Navy Mesh,Twirl,Open Plate,Wink,Clear Slug,Star Burst
3332,Print #3332,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3332.gif,Kraft Sheet,Navy Mesh,Reach,Smock Pass,Grin,Burst,Clean Grip
3333,Print #3333,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3333.gif,Cream Sheet,Gild Mist,Reach,Open Plate,Wink,Brim,Crop Marks
3334,Print #3334,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3334.gif,Lemon Sheet,Ember Dust,Hop,Open Plate,Grin,Kerchief,Ink Splash
3335,Print #3335,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3335.gif,Cream Sheet,Navy Mesh,Sway,Cuff Pass,Grin,Kerchief,Crop Marks
3336,Print #3336,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3336.gif,Recycled Sheet,Rosa Mesh,Glide,Sash Pass,Focus,Clear Slug,Clean Grip
3337,Print #3337,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3337.gif,Mint Sheet,Rosa Mesh,Glide,Cuff Pass,Wink,Bow,Reg Ticks
3338,Print #3338,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3338.gif,Lemon Sheet,Aqua Mesh,Hop,Flare Pass,Grin,Clear Slug,Clean Grip
3339,Print #3339,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3339.gif,Blush Sheet,Bare Stock,Hop,Bib Pass,Wink,Bow,Ink Splash
3340,Print #3340,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3340.gif,Cream Sheet,Aqua Mesh,Kick,Bib Pass,Dots,Bow,Crop Marks
3341,Print #3341,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3341.gif,Cream Sheet,Gild Mist,Reach,Cuff Pass,Wink,Clear Slug,Crop Marks
3342,Print #3342,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3342.gif,Recycled Sheet,Navy Mesh,Hop,Flare Pass,Dots,Clear Slug,Star Burst
3343,Print #3343,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3343.gif,Mint Sheet,Ember Dust,Twirl,Open Plate,Focus,Burst,Ink Splash
3344,Print #3344,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3344.gif,Fog Sheet,Aqua Mesh,Sway,Sash Pass,Dots,Clear Slug,Ink Splash
3345,Print #3345,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3345.gif,Lemon Sheet,Rosa Mesh,Hop,Smock Pass,Wink,Kerchief,Ink Splash
3346,Print #3346,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3346.gif,Mint Sheet,Rosa Mesh,Stomp,Wrap Pass,Calm,Bow,Clean Grip
3347,Print #3347,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3347.gif,Mint Sheet,Aqua Mesh,Stomp,Open Plate,Calm,Kerchief,Crop Marks
3348,Print #3348,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3348.gif,Cream Sheet,Aqua Mesh,Twirl,Smock Pass,Dots,Bow,Reg Ticks
3349,Print #3349,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3349.gif,Fog Sheet,Navy Mesh,Twirl,Open Plate,Grin,Kerchief,Ink Splash
3350,Print #3350,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3350.gif,Cream Sheet,Rosa Mesh,Hop,Open Plate,Grin,Bow,Clean Grip
3351,Print #3351,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3351.gif,Mint Sheet,Gild Mist,Hop,Open Plate,Shout,Clear Slug,Crop Marks
3352,Print #3352,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3352.gif,Mint Sheet,Gild Mist,Sway,Sash Pass,Dots,Burst,Ink Splash
3353,Print #3353,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3353.gif,Blush Sheet,Aqua Mesh,Glide,Smock Pass,Calm,Bow,Crop Marks
3354,Print #3354,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3354.gif,Fog Sheet,Navy Mesh,Sway,Sash Pass,Dots,Kerchief,Clean Grip
3355,Print #3355,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3355.gif,Lemon Sheet,Bare Stock,Kick,Cuff Pass,Wink,Brim,Star Burst
3356,Print #3356,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3356.gif,Ice Sheet,Aqua Mesh,Stomp,Wrap Pass,Dots,Clear Slug,Ink Splash
3357,Print #3357,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3357.gif,Mint Sheet,Gild Mist,Stomp,Bib Pass,Shout,Kerchief,Ink Splash
3358,Print #3358,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3358.gif,Ice Sheet,Bare Stock,Twirl,Sash Pass,Grin,Clear Slug,Reg Ticks
3359,Print #3359,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3359.gif,Cream Sheet,Ember Dust,Sway,Open Plate,Wink,Clear Slug,Ink Splash
3360,Print #3360,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3360.gif,Recycled Sheet,Rosa Mesh,Kick,Bib Pass,Wink,Burst,Crop Marks
3361,Print #3361,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3361.gif,Mint Sheet,Rosa Mesh,Hop,Cuff Pass,Focus,Burst,Reg Ticks
3362,Print #3362,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3362.gif,Fog Sheet,Bare Stock,Hop,Bib Pass,Shout,Burst,Reg Ticks
3363,Print #3363,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3363.gif,Cream Sheet,Bare Stock,Sway,Sash Pass,Focus,Brim,Ink Splash
3364,Print #3364,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3364.gif,Lemon Sheet,Bare Stock,Sway,Bib Pass,Shout,Kerchief,Crop Marks
3365,Print #3365,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3365.gif,Blush Sheet,Rosa Mesh,Stomp,Sash Pass,Grin,Kerchief,Clean Grip
3366,Print #3366,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3366.gif,Fog Sheet,Ember Dust,Kick,Bib Pass,Wink,Clear Slug,Clean Grip
3367,Print #3367,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3367.gif,Ice Sheet,Bare Stock,Sway,Bib Pass,Focus,Clear Slug,Clean Grip
3368,Print #3368,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3368.gif,Kraft Sheet,Ember Dust,Twirl,Bib Pass,Calm,Brim,Clean Grip
3369,Print #3369,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3369.gif,Mint Sheet,Aqua Mesh,Sway,Flare Pass,Shout,Kerchief,Clean Grip
3370,Print #3370,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3370.gif,Cream Sheet,Bare Stock,Pop,Cuff Pass,Dots,Brim,Crop Marks
3371,Print #3371,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3371.gif,Lemon Sheet,Ember Dust,Twirl,Wrap Pass,Shout,Bow,Ink Splash
3372,Print #3372,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3372.gif,Ice Sheet,Gild Mist,Twirl,Open Plate,Dots,Kerchief,Clean Grip
3373,Print #3373,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3373.gif,Recycled Sheet,Navy Mesh,Glide,Wrap Pass,Focus,Kerchief,Ink Splash
3374,Print #3374,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3374.gif,Kraft Sheet,Gild Mist,Kick,Smock Pass,Dots,Clear Slug,Clean Grip
3375,Print #3375,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3375.gif,Kraft Sheet,Gild Mist,Stomp,Smock Pass,Dots,Kerchief,Crop Marks
3376,Print #3376,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3376.gif,Cream Sheet,Ember Dust,Stomp,Wrap Pass,Calm,Burst,Clean Grip
3377,Print #3377,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3377.gif,Cream Sheet,Aqua Mesh,Glide,Open Plate,Dots,Clear Slug,Reg Ticks
3378,Print #3378,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3378.gif,Kraft Sheet,Bare Stock,Sway,Bib Pass,Dots,Clear Slug,Clean Grip
3379,Print #3379,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3379.gif,Cream Sheet,Bare Stock,Stomp,Sash Pass,Shout,Clear Slug,Clean Grip
3380,Print #3380,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3380.gif,Mint Sheet,Bare Stock,Kick,Sash Pass,Wink,Bow,Clean Grip
3381,Print #3381,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3381.gif,Ice Sheet,Rosa Mesh,Hop,Wrap Pass,Dots,Brim,Crop Marks
3382,Print #3382,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3382.gif,Cream Sheet,Bare Stock,Glide,Cuff Pass,Grin,Kerchief,Reg Ticks
3383,Print #3383,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3383.gif,Cream Sheet,Aqua Mesh,Pop,Bib Pass,Calm,Burst,Clean Grip
3384,Print #3384,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3384.gif,Ice Sheet,Gild Mist,Pop,Wrap Pass,Shout,Burst,Star Burst
3385,Print #3385,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3385.gif,Cream Sheet,Bare Stock,Glide,Sash Pass,Dots,Brim,Star Burst
3386,Print #3386,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3386.gif,Cream Sheet,Rosa Mesh,Kick,Wrap Pass,Dots,Kerchief,Ink Splash
3387,Print #3387,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3387.gif,Mint Sheet,Rosa Mesh,Hop,Smock Pass,Dots,Brim,Reg Ticks
3388,Print #3388,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3388.gif,Mint Sheet,Bare Stock,Stomp,Flare Pass,Grin,Kerchief,Reg Ticks
3389,Print #3389,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3389.gif,Recycled Sheet,Gild Mist,Glide,Open Plate,Calm,Clear Slug,Star Burst
3390,Print #3390,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3390.gif,Kraft Sheet,Aqua Mesh,Pop,Open Plate,Shout,Clear Slug,Ink Splash
3391,Print #3391,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3391.gif,Blush Sheet,Bare Stock,Sway,Wrap Pass,Wink,Kerchief,Ink Splash
3392,Print #3392,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3392.gif,Ice Sheet,Gild Mist,Kick,Cuff Pass,Grin,Brim,Star Burst
3393,Print #3393,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3393.gif,Mint Sheet,Ember Dust,Sway,Wrap Pass,Wink,Clear Slug,Reg Ticks
3394,Print #3394,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3394.gif,Cream Sheet,Ember Dust,Twirl,Sash Pass,Grin,Clear Slug,Reg Ticks
3395,Print #3395,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3395.gif,Kraft Sheet,Ember Dust,Kick,Cuff Pass,Calm,Clear Slug,Ink Splash
3396,Print #3396,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3396.gif,Mint Sheet,Gild Mist,Sway,Smock Pass,Grin,Clear Slug,Reg Ticks
3397,Print #3397,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3397.gif,Cream Sheet,Ember Dust,Kick,Open Plate,Shout,Burst,Reg Ticks
3398,Print #3398,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3398.gif,Cream Sheet,Gild Mist,Kick,Open Plate,Grin,Clear Slug,Clean Grip
3399,Print #3399,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3399.gif,Kraft Sheet,Navy Mesh,Hop,Flare Pass,Dots,Burst,Ink Splash
3400,Print #3400,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3400.gif,Fog Sheet,Bare Stock,Kick,Wrap Pass,Dots,Brim,Ink Splash
3401,Print #3401,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3401.gif,Mint Sheet,Rosa Mesh,Twirl,Flare Pass,Calm,Kerchief,Reg Ticks
3402,Print #3402,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3402.gif,Ice Sheet,Aqua Mesh,Kick,Open Plate,Shout,Kerchief,Star Burst
3403,Print #3403,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3403.gif,Cream Sheet,Rosa Mesh,Glide,Wrap Pass,Dots,Clear Slug,Ink Splash
3404,Print #3404,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3404.gif,Lemon Sheet,Rosa Mesh,Pop,Open Plate,Calm,Brim,Star Burst
3405,Print #3405,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3405.gif,Recycled Sheet,Aqua Mesh,Stomp,Open Plate,Focus,Kerchief,Star Burst
3406,Print #3406,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3406.gif,Mint Sheet,Aqua Mesh,Pop,Sash Pass,Wink,Clear Slug,Clean Grip
3407,Print #3407,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3407.gif,Blush Sheet,Gild Mist,Sway,Bib Pass,Grin,Bow,Reg Ticks
3408,Print #3408,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3408.gif,Blush Sheet,Aqua Mesh,Sway,Smock Pass,Grin,Burst,Ink Splash
3409,Print #3409,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3409.gif,Blush Sheet,Rosa Mesh,Twirl,Sash Pass,Grin,Brim,Star Burst
3410,Print #3410,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3410.gif,Lemon Sheet,Ember Dust,Kick,Wrap Pass,Wink,Clear Slug,Star Burst
3411,Print #3411,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3411.gif,Ice Sheet,Rosa Mesh,Kick,Smock Pass,Shout,Burst,Crop Marks
3412,Print #3412,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3412.gif,Lemon Sheet,Aqua Mesh,Twirl,Bib Pass,Wink,Burst,Reg Ticks
3413,Print #3413,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3413.gif,Cream Sheet,Bare Stock,Pop,Wrap Pass,Wink,Burst,Reg Ticks
3414,Print #3414,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3414.gif,Mint Sheet,Aqua Mesh,Kick,Open Plate,Focus,Clear Slug,Clean Grip
3415,Print #3415,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3415.gif,Blush Sheet,Ember Dust,Kick,Bib Pass,Calm,Clear Slug,Ink Splash
3416,Print #3416,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3416.gif,Lemon Sheet,Aqua Mesh,Stomp,Cuff Pass,Calm,Clear Slug,Clean Grip
3417,Print #3417,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3417.gif,Lemon Sheet,Bare Stock,Reach,Cuff Pass,Wink,Clear Slug,Clean Grip
3418,Print #3418,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3418.gif,Lemon Sheet,Rosa Mesh,Stomp,Wrap Pass,Shout,Clear Slug,Reg Ticks
3419,Print #3419,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3419.gif,Mint Sheet,Rosa Mesh,Twirl,Open Plate,Grin,Brim,Reg Ticks
3420,Print #3420,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3420.gif,Kraft Sheet,Gild Mist,Hop,Open Plate,Focus,Clear Slug,Ink Splash
3421,Print #3421,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3421.gif,Ice Sheet,Bare Stock,Glide,Wrap Pass,Dots,Burst,Reg Ticks
3422,Print #3422,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3422.gif,Fog Sheet,Navy Mesh,Twirl,Flare Pass,Wink,Clear Slug,Clean Grip
3423,Print #3423,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3423.gif,Mint Sheet,Aqua Mesh,Sway,Smock Pass,Calm,Clear Slug,Clean Grip
3424,Print #3424,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3424.gif,Kraft Sheet,Gild Mist,Pop,Sash Pass,Calm,Clear Slug,Ink Splash
3425,Print #3425,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3425.gif,Ice Sheet,Rosa Mesh,Glide,Bib Pass,Shout,Clear Slug,Crop Marks
3426,Print #3426,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3426.gif,Cream Sheet,Rosa Mesh,Glide,Open Plate,Focus,Brim,Ink Splash
3427,Print #3427,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,3427.gif,Cream Sheet,Bare Stock,Stomp,Open Plate,Focus,Clear Slug,Crop Marks
