tokenID,name,description,file_name,attributes[Venue],attributes[Note],attributes[Expression],attributes[Topper],attributes[Cable],attributes[Riff]
3429,Groovy #3429,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3429.gif,Sunset Strip,Beamed,Wink,Shades,Mic,None
3430,Groovy #3430,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3430.gif,Lava Lamp,Beamed,Cool,None,Mic,Stars
3431,Groovy #3431,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3431.gif,Sunset Strip,Whole,Shout,Afro,None,Stars
3432,Groovy #3432,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3432.gif,Chrome Wash,Eighth,Shout,None,Gold Chain,Stars
3433,Groovy #3433,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3433.gif,Chrome Wash,Beamed,Groove,Beanie,Gold Chain,Treble
3434,Groovy #3434,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3434.gif,Disco Floor,Eighth,Shout,Shades,None,None
3435,Groovy #3435,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3435.gif,Blacklight,Eighth,Cool,Beanie,None,Stars
3436,Groovy #3436,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3436.gif,Disco Floor,Eighth,Shout,Afro,None,Treble
3437,Groovy #3437,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3437.gif,Lava Lamp,Whole,Groove,Afro,None,None
3438,Groovy #3438,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3438.gif,Disco Floor,Beamed,Shout,Beanie,Cans,Bolt
3439,Groovy #3439,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3439.gif,Blacklight,Beamed,Cool,None,None,None
3440,Groovy #3440,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3440.gif,Disco Floor,Eighth,Shout,Afro,Cans,Treble
3441,Groovy #3441,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3441.gif,Disco Floor,Beamed,Starry,Halo,None,Vinyl
3442,Groovy #3442,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3442.gif,Blacklight,Quarter,Wink,Shades,Gold Chain,Treble
3443,Groovy #3443,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3443.gif,Sunset Strip,Beamed,Wink,Beanie,Mic,Bolt
3444,Groovy #3444,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3444.gif,Sunset Strip,Quarter,Shout,Afro,Gold Chain,Treble
3445,Groovy #3445,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3445.gif,Sunset Strip,Eighth,Starry,Beanie,Mic,None
3446,Groovy #3446,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3446.gif,Velvet Night,Whole,Wink,Shades,Gold Chain,Treble
3447,Groovy #3447,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3447.gif,Blacklight,Eighth,Cool,None,Gold Chain,Treble
3448,Groovy #3448,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3448.gif,Velvet Night,Quarter,Wink,Afro,None,None
3449,Groovy #3449,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3449.gif,Velvet Night,Eighth,Wink,Shades,None,None
3450,Groovy #3450,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3450.gif,Sunset Strip,Quarter,Wink,Beanie,Gold Chain,Vinyl
3451,Groovy #3451,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3451.gif,Sunset Strip,Whole,Starry,Afro,Gold Chain,Stars
3452,Groovy #3452,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3452.gif,Velvet Night,Quarter,Groove,Shades,None,None
3453,Groovy #3453,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3453.gif,Chrome Wash,Whole,Cool,None,Gold Chain,Stars
3454,Groovy #3454,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3454.gif,Disco Floor,Eighth,Shout,None,Gold Chain,Stars
3455,Groovy #3455,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3455.gif,Lava Lamp,Eighth,Wink,Halo,Gold Chain,None
3456,Groovy #3456,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3456.gif,Velvet Night,Whole,Groove,None,Mic,None
3457,Groovy #3457,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3457.gif,Lava Lamp,Eighth,Wink,Beanie,Gold Chain,Stars
3458,Groovy #3458,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3458.gif,Sunset Strip,Quarter,Starry,Shades,Cans,None
3459,Groovy #3459,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3459.gif,Sunset Strip,Quarter,Shout,Shades,Gold Chain,Bolt
3460,Groovy #3460,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3460.gif,Chrome Wash,Quarter,Starry,Afro,Gold Chain,None
3461,Groovy #3461,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3461.gif,Disco Floor,Quarter,Wink,None,Mic,None
3462,Groovy #3462,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3462.gif,Sunset Strip,Whole,Shout,Shades,Mic,None
3463,Groovy #3463,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3463.gif,Sunset Strip,Eighth,Starry,Beanie,Gold Chain,Treble
3464,Groovy #3464,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3464.gif,Blacklight,Beamed,Groove,None,None,Stars
3465,Groovy #3465,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3465.gif,Blacklight,Beamed,Groove,None,Mic,Vinyl
3466,Groovy #3466,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3466.gif,Lava Lamp,Whole,Wink,None,None,None
3467,Groovy #3467,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3467.gif,Lava Lamp,Quarter,Shout,Shades,Cans,Vinyl
3468,Groovy #3468,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3468.gif,Velvet Night,Beamed,Starry,None,Gold Chain,Treble
3469,Groovy #3469,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3469.gif,Blacklight,Whole,Starry,Shades,None,Vinyl
3470,Groovy #3470,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3470.gif,Lava Lamp,Quarter,Cool,None,Gold Chain,Bolt
3471,Groovy #3471,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3471.gif,Chrome Wash,Whole,Shout,None,Mic,None
3472,Groovy #3472,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3472.gif,Sunset Strip,Quarter,Cool,Afro,Cans,Treble
3473,Groovy #3473,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3473.gif,Disco Floor,Beamed,Wink,Beanie,None,Stars
3474,Groovy #3474,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3474.gif,Blacklight,Whole,Cool,Shades,Gold Chain,Vinyl
3475,Groovy #3475,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3475.gif,Velvet Night,Beamed,Cool,Beanie,None,Stars
3476,Groovy #3476,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3476.gif,Sunset Strip,Eighth,Shout,Halo,None,Vinyl
3477,Groovy #3477,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3477.gif,Sunset Strip,Quarter,Wink,Afro,Mic,Bolt
3478,Groovy #3478,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3478.gif,Blacklight,Quarter,Groove,Shades,None,Vinyl
3479,Groovy #3479,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3479.gif,Disco Floor,Quarter,Starry,Shades,None,None
3480,Groovy #3480,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3480.gif,Lava Lamp,Quarter,Cool,Beanie,Mic,Vinyl
3481,Groovy #3481,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3481.gif,Disco Floor,Beamed,Groove,Beanie,None,None
3482,Groovy #3482,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3482.gif,Chrome Wash,Eighth,Wink,None,Gold Chain,Treble
3483,Groovy #3483,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3483.gif,Lava Lamp,Whole,Starry,None,None,None
3484,Groovy #3484,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3484.gif,Blacklight,Whole,Shout,Afro,Mic,None
3485,Groovy #3485,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3485.gif,Disco Floor,Whole,Cool,Halo,Gold Chain,Bolt
3486,Groovy #3486,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3486.gif,Chrome Wash,Eighth,Wink,None,Mic,None
3487,Groovy #3487,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3487.gif,Disco Floor,Quarter,Shout,Afro,Gold Chain,Treble
3488,Groovy #3488,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3488.gif,Sunset Strip,Eighth,Cool,None,Mic,Treble
3489,Groovy #3489,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3489.gif,Lava Lamp,Eighth,Cool,None,Gold Chain,Bolt
3490,Groovy #3490,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3490.gif,Disco Floor,Whole,Starry,Halo,Gold Chain,Bolt
3491,Groovy #3491,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3491.gif,Blacklight,Whole,Cool,Shades,None,Treble
3492,Groovy #3492,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3492.gif,Blacklight,Whole,Cool,Afro,Mic,Treble
3493,Groovy #3493,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3493.gif,Disco Floor,Beamed,Cool,Afro,Gold Chain,None
3494,Groovy #3494,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3494.gif,Lava Lamp,Quarter,Groove,Shades,Gold Chain,Vinyl
3495,Groovy #3495,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3495.gif,Sunset Strip,Eighth,Groove,Halo,Mic,Stars
3496,Groovy #3496,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3496.gif,Lava Lamp,Beamed,Wink,Halo,Mic,Stars
3497,Groovy #3497,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3497.gif,Chrome Wash,Quarter,Wink,Beanie,Cans,Vinyl
3498,Groovy #3498,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3498.gif,Blacklight,Whole,Cool,Beanie,Mic,Bolt
3499,Groovy #3499,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3499.gif,Disco Floor,Eighth,Starry,Beanie,None,Stars
3500,Groovy #3500,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3500.gif,Disco Floor,Eighth,Wink,Halo,Gold Chain,Vinyl
3501,Groovy #3501,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3501.gif,Blacklight,Beamed,Wink,None,Mic,None
3502,Groovy #3502,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3502.gif,Sunset Strip,Beamed,Groove,None,Gold Chain,Bolt
3503,Groovy #3503,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3503.gif,Sunset Strip,Eighth,Shout,Halo,None,Stars
3504,Groovy #3504,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3504.gif,Velvet Night,Beamed,Starry,Shades,Mic,Stars
3505,Groovy #3505,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3505.gif,Sunset Strip,Whole,Shout,None,Mic,Stars
3506,Groovy #3506,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3506.gif,Lava Lamp,Whole,Groove,Shades,None,None
3507,Groovy #3507,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3507.gif,Blacklight,Quarter,Cool,Shades,Mic,None
3508,Groovy #3508,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3508.gif,Disco Floor,Whole,Starry,Shades,None,Vinyl
3509,Groovy #3509,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3509.gif,Disco Floor,Eighth,Shout,Afro,Cans,Stars
3510,Groovy #3510,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3510.gif,Disco Floor,Quarter,Cool,Halo,Mic,Vinyl
3511,Groovy #3511,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3511.gif,Disco Floor,Quarter,Wink,None,Gold Chain,Bolt
3512,Groovy #3512,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3512.gif,Sunset Strip,Eighth,Cool,Afro,Gold Chain,Vinyl
3513,Groovy #3513,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3513.gif,Velvet Night,Whole,Groove,Afro,None,Stars
3514,Groovy #3514,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3514.gif,Disco Floor,Whole,Starry,Beanie,None,Stars
3515,Groovy #3515,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3515.gif,Chrome Wash,Quarter,Cool,None,Cans,None
3516,Groovy #3516,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3516.gif,Sunset Strip,Quarter,Groove,Beanie,Cans,None
3517,Groovy #3517,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3517.gif,Chrome Wash,Eighth,Shout,Beanie,None,None
3518,Groovy #3518,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3518.gif,Blacklight,Quarter,Wink,Shades,None,Treble
3519,Groovy #3519,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3519.gif,Chrome Wash,Quarter,Shout,None,Cans,Vinyl
3520,Groovy #3520,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3520.gif,Disco Floor,Whole,Starry,Beanie,Cans,Vinyl
3521,Groovy #3521,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3521.gif,Blacklight,Whole,Shout,Halo,None,Stars
3522,Groovy #3522,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3522.gif,Sunset Strip,Eighth,Cool,None,Cans,Treble
3523,Groovy #3523,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3523.gif,Chrome Wash,Eighth,Starry,None,Cans,None
3524,Groovy #3524,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3524.gif,Sunset Strip,Eighth,Groove,Beanie,None,Stars
3525,Groovy #3525,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3525.gif,Sunset Strip,Beamed,Starry,Shades,Gold Chain,Bolt
3526,Groovy #3526,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3526.gif,Sunset Strip,Quarter,Starry,None,Cans,Bolt
3527,Groovy #3527,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3527.gif,Sunset Strip,Whole,Starry,None,Cans,None
3528,Groovy #3528,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3528.gif,Lava Lamp,Whole,Cool,Beanie,None,None
3529,Groovy #3529,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3529.gif,Sunset Strip,Whole,Wink,Halo,Mic,Stars
3530,Groovy #3530,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3530.gif,Velvet Night,Whole,Cool,Beanie,Mic,None
3531,Groovy #3531,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3531.gif,Lava Lamp,Beamed,Starry,Afro,Gold Chain,Treble
3532,Groovy #3532,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3532.gif,Lava Lamp,Quarter,Groove,None,Mic,Treble
3533,Groovy #3533,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3533.gif,Chrome Wash,Eighth,Starry,None,None,None
3534,Groovy #3534,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3534.gif,Sunset Strip,Whole,Starry,Halo,Cans,None
3535,Groovy #3535,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3535.gif,Sunset Strip,Beamed,Cool,Afro,Mic,Stars
3536,Groovy #3536,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3536.gif,Chrome Wash,Beamed,Cool,Halo,Cans,Stars
3537,Groovy #3537,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3537.gif,Disco Floor,Eighth,Shout,Shades,None,Stars
3538,Groovy #3538,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3538.gif,Disco Floor,Eighth,Groove,Halo,Mic,Treble
3539,Groovy #3539,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3539.gif,Lava Lamp,Beamed,Groove,Shades,Gold Chain,Treble
3540,Groovy #3540,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3540.gif,Lava Lamp,Quarter,Starry,Beanie,None,Bolt
3541,Groovy #3541,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3541.gif,Lava Lamp,Beamed,Wink,Beanie,None,Vinyl
3542,Groovy #3542,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3542.gif,Disco Floor,Quarter,Shout,Afro,Gold Chain,None
3543,Groovy #3543,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3543.gif,Blacklight,Whole,Cool,Shades,Cans,Treble
3544,Groovy #3544,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3544.gif,Sunset Strip,Beamed,Groove,Afro,Gold Chain,None
3545,Groovy #3545,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3545.gif,Sunset Strip,Beamed,Groove,None,Mic,Bolt
3546,Groovy #3546,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3546.gif,Chrome Wash,Whole,Groove,None,None,None
3547,Groovy #3547,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3547.gif,Chrome Wash,Eighth,Starry,Halo,Cans,Treble
3548,Groovy #3548,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3548.gif,Chrome Wash,Beamed,Groove,Afro,Cans,Vinyl
3549,Groovy #3549,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3549.gif,Disco Floor,Whole,Wink,Afro,Mic,None
3550,Groovy #3550,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3550.gif,Blacklight,Whole,Wink,Halo,None,Stars
3551,Groovy #3551,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3551.gif,Chrome Wash,Quarter,Groove,None,None,Treble
3552,Groovy #3552,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3552.gif,Blacklight,Beamed,Shout,Afro,Cans,Stars
3553,Groovy #3553,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3553.gif,Sunset Strip,Eighth,Cool,Afro,Cans,Vinyl
3554,Groovy #3554,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3554.gif,Sunset Strip,Quarter,Shout,None,None,Vinyl
3555,Groovy #3555,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3555.gif,Blacklight,Beamed,Starry,None,Gold Chain,Stars
3556,Groovy #3556,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3556.gif,Lava Lamp,Eighth,Cool,Shades,Cans,None
3557,Groovy #3557,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3557.gif,Sunset Strip,Quarter,Starry,Afro,Gold Chain,None
3558,Groovy #3558,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3558.gif,Disco Floor,Beamed,Cool,None,Gold Chain,Stars
3559,Groovy #3559,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3559.gif,Lava Lamp,Eighth,Cool,Shades,Cans,Vinyl
3560,Groovy #3560,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3560.gif,Velvet Night,Quarter,Starry,Halo,Gold Chain,None
3561,Groovy #3561,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3561.gif,Lava Lamp,Whole,Starry,Beanie,None,None
3562,Groovy #3562,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3562.gif,Blacklight,Quarter,Cool,Beanie,Cans,Stars
3563,Groovy #3563,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3563.gif,Lava Lamp,Beamed,Cool,Afro,Mic,Bolt
3564,Groovy #3564,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3564.gif,Disco Floor,Quarter,Starry,Shades,Cans,None
3565,Groovy #3565,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3565.gif,Blacklight,Whole,Shout,Afro,Mic,Treble
3566,Groovy #3566,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3566.gif,Lava Lamp,Quarter,Cool,Halo,Gold Chain,Vinyl
3567,Groovy #3567,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3567.gif,Velvet Night,Whole,Shout,Beanie,Gold Chain,None
3568,Groovy #3568,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3568.gif,Velvet Night,Eighth,Shout,Beanie,Gold Chain,Stars
3569,Groovy #3569,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3569.gif,Velvet Night,Whole,Wink,Beanie,Cans,Vinyl
3570,Groovy #3570,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3570.gif,Sunset Strip,Whole,Cool,Afro,Cans,Stars
3571,Groovy #3571,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3571.gif,Sunset Strip,Eighth,Starry,None,None,Stars
3572,Groovy #3572,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3572.gif,Sunset Strip,Eighth,Wink,Halo,Gold Chain,None
3573,Groovy #3573,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3573.gif,Velvet Night,Quarter,Starry,None,Mic,Stars
3574,Groovy #3574,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3574.gif,Sunset Strip,Eighth,Groove,None,Cans,Stars
3575,Groovy #3575,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3575.gif,Blacklight,Eighth,Groove,Beanie,None,None
3576,Groovy #3576,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3576.gif,Lava Lamp,Whole,Cool,Afro,Cans,Stars
