tokenID,name,description,file_name,attributes[Wove],attributes[Guilloche],attributes[Bust],attributes[Surcharge],attributes[Aspect],attributes[Device],attributes[Cancel]
4516,Perfin #4516,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4516.gif,Sage Wove,Rose Engine,Keeper,Prussian Band,Shout,Bare Device,Mint Uncancelled
4517,Perfin #4517,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4517.gif,Grey Wove,Geometric Engine,Clerk,Carmine Bar,Shout,Spectacles,Killer Bars
4518,Perfin #4518,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4518.gif,Buff Wove,Rose Engine,Pilot,No Surcharge,Smile,Bare Device,Circular Date
4519,Perfin #4519,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4519.gif,Ivory Wove,Wave Engine,Captain,Carmine Bar,Smile,Goggles,Circular Date
4520,Perfin #4520,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4520.gif,Rose Wove,Sunburst,Clerk,Orange Triangle,Wink,Goggles,Circular Date
4521,Perfin #4521,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4521.gif,Ivory Wove,Lattice,Captain,No Surcharge,Wink,Goggles,Killer Bars
4522,Perfin #4522,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4522.gif,Azure Wove,Value Tablet,Clerk,Prussian Band,Shout,Cockade,Mint Uncancelled
4523,Perfin #4523,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4523.gif,Lilac Wove,Sunburst,Pilot,No Surcharge,Glance,Bare Device,Mint Uncancelled
4524,Perfin #4524,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4524.gif,Ivory Wove,Rose Engine,Clerk,No Surcharge,Smile,Medal,Killer Bars
4525,Perfin #4525,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4525.gif,Lilac Wove,Sunburst,Captain,Violet Oval,Glance,Bare Device,Circular Date
4526,Perfin #4526,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4526.gif,Azure Wove,Sunburst,Pilot,No Surcharge,Calm,Goggles,Circular Date
4527,Perfin #4527,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4527.gif,Azure Wove,Lattice,Botanist,No Surcharge,Stern,Medal,Wavy Lines
4528,Perfin #4528,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4528.gif,Sage Wove,Sunburst,Captain,Orange Triangle,Wink,Spectacles,Mint Uncancelled
4529,Perfin #4529,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4529.gif,Sage Wove,Value Tablet,Keeper,No Surcharge,Calm,Pipe,Mute Killer
4530,Perfin #4530,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4530.gif,Ivory Wove,Sunburst,Captain,Orange Triangle,Wink,Pipe,Circular Date
4531,Perfin #4531,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4531.gif,Buff Wove,Lattice,Botanist,No Surcharge,Shout,Medal,Circular Date
4532,Perfin #4532,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4532.gif,Ivory Wove,Geometric Engine,Keeper,No Surcharge,Shout,Bare Device,Circular Date
4533,Perfin #4533,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4533.gif,Azure Wove,Geometric Engine,Signal,No Surcharge,Smile,Cockade,Circular Date
4534,Perfin #4534,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4534.gif,Sage Wove,Sunburst,Signal,Carmine Bar,Wink,Spectacles,Wavy Lines
4535,Perfin #4535,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4535.gif,Ivory Wove,Rose Engine,Botanist,Carmine Bar,Shout,Spectacles,Circular Date
4536,Perfin #4536,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4536.gif,Grey Wove,Lattice,Pilot,Carmine Bar,Shout,Bare Device,Wavy Lines
4537,Perfin #4537,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4537.gif,Rose Wove,Sunburst,Signal,No Surcharge,Shout,Cockade,Killer Bars
4538,Perfin #4538,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4538.gif,Pearl Wove,Geometric Engine,Captain,No Surcharge,Smile,Bare Device,Mint Uncancelled
4539,Perfin #4539,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4539.gif,Rose Wove,Lattice,Keeper,Carmine Bar,Shout,Bare Device,Mint Uncancelled
4540,Perfin #4540,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4540.gif,Rose Wove,Value Tablet,Keeper,No Surcharge,Smile,Pipe,Wavy Lines
4541,Perfin #4541,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4541.gif,Rose Wove,Sunburst,Keeper,Violet Oval,Glance,Cockade,Killer Bars
4542,Perfin #4542,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4542.gif,Ivory Wove,Lattice,Clerk,Prussian Band,Wink,Bare Device,Mint Uncancelled
4543,Perfin #4543,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4543.gif,Buff Wove,Lattice,Warden,Prussian Band,Smile,Medal,Mint Uncancelled
4544,Perfin #4544,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4544.gif,Lilac Wove,Wave Engine,Mapper,No Surcharge,Calm,Goggles,Killer Bars
4545,Perfin #4545,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4545.gif,Lilac Wove,Value Tablet,Clerk,Carmine Bar,Wink,Spectacles,Mint Uncancelled
4546,Perfin #4546,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4546.gif,Azure Wove,Geometric Engine,Pilot,No Surcharge,Smile,Pipe,Mint Uncancelled
4547,Perfin #4547,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4547.gif,Grey Wove,Rose Engine,Keeper,No Surcharge,Glance,Cockade,Wavy Lines
4548,Perfin #4548,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4548.gif,Pearl Wove,Value Tablet,Captain,Violet Oval,Glance,Bare Device,Mint Uncancelled
4549,Perfin #4549,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4549.gif,Ivory Wove,Geometric Engine,Botanist,Orange Triangle,Stern,Bare Device,Mint Uncancelled
4550,Perfin #4550,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4550.gif,Grey Wove,Value Tablet,Mapper,No Surcharge,Shout,Spectacles,Circular Date
4551,Perfin #4551,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4551.gif,Sage Wove,Wave Engine,Pilot,Prussian Band,Stern,Cockade,Circular Date
4552,Perfin #4552,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4552.gif,Lilac Wove,Value Tablet,Pilot,Orange Triangle,Glance,Bare Device,Circular Date
4553,Perfin #4553,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4553.gif,Rose Wove,Sunburst,Warden,Violet Oval,Calm,Pipe,Circular Date
4554,Perfin #4554,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4554.gif,Grey Wove,Value Tablet,Captain,Orange Triangle,Stern,Spectacles,Mint Uncancelled
4555,Perfin #4555,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4555.gif,Rose Wove,Lattice,Clerk,No Surcharge,Stern,Cockade,Mute Killer
4556,Perfin #4556,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4556.gif,Azure Wove,Sunburst,Clerk,No Surcharge,Smile,Spectacles,Mute Killer
4557,Perfin #4557,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4557.gif,Lilac Wove,Geometric Engine,Pilot,No Surcharge,Wink,Bare Device,Wavy Lines
4558,Perfin #4558,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4558.gif,Sage Wove,Lattice,Keeper,Carmine Bar,Shout,Bare Device,Wavy Lines
4559,Perfin #4559,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4559.gif,Sage Wove,Lattice,Pilot,No Surcharge,Stern,Goggles,Mint Uncancelled
4560,Perfin #4560,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4560.gif,Buff Wove,Sunburst,Botanist,Prussian Band,Wink,Spectacles,Mute Killer
4561,Perfin #4561,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4561.gif,Azure Wove,Value Tablet,Botanist,Violet Oval,Wink,Goggles,Mute Killer
4562,Perfin #4562,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4562.gif,Buff Wove,Lattice,Mapper,No Surcharge,Glance,Medal,Mint Uncancelled
4563,Perfin #4563,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4563.gif,Buff Wove,Value Tablet,Botanist,Prussian Band,Wink,Medal,Mint Uncancelled
4564,Perfin #4564,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4564.gif,Grey Wove,Wave Engine,Signal,Violet Oval,Shout,Pipe,Mint Uncancelled
4565,Perfin #4565,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4565.gif,Pearl Wove,Wave Engine,Clerk,No Surcharge,Shout,Bare Device,Circular Date
4566,Perfin #4566,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4566.gif,Pearl Wove,Geometric Engine,Signal,Prussian Band,Shout,Goggles,Killer Bars
4567,Perfin #4567,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4567.gif,Azure Wove,Rose Engine,Pilot,Orange Triangle,Wink,Medal,Mint Uncancelled
4568,Perfin #4568,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4568.gif,Sage Wove,Wave Engine,Botanist,Prussian Band,Wink,Bare Device,Mint Uncancelled
4569,Perfin #4569,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4569.gif,Buff Wove,Lattice,Signal,Carmine Bar,Calm,Pipe,Mint Uncancelled
4570,Perfin #4570,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4570.gif,Ivory Wove,Sunburst,Keeper,No Surcharge,Glance,Bare Device,Circular Date
4571,Perfin #4571,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4571.gif,Azure Wove,Wave Engine,Signal,Orange Triangle,Wink,Cockade,Mint Uncancelled
4572,Perfin #4572,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4572.gif,Buff Wove,Geometric Engine,Clerk,No Surcharge,Stern,Bare Device,Wavy Lines
4573,Perfin #4573,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4573.gif,Buff Wove,Lattice,Keeper,No Surcharge,Smile,Cockade,Killer Bars
4574,Perfin #4574,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4574.gif,Lilac Wove,Wave Engine,Pilot,Carmine Bar,Calm,Cockade,Mint Uncancelled
4575,Perfin #4575,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4575.gif,Ivory Wove,Lattice,Clerk,Violet Oval,Wink,Cockade,Mute Killer
4576,Perfin #4576,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4576.gif,Sage Wove,Rose Engine,Captain,Orange Triangle,Stern,Spectacles,Killer Bars
4577,Perfin #4577,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4577.gif,Azure Wove,Lattice,Signal,Violet Oval,Calm,Goggles,Wavy Lines
4578,Perfin #4578,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4578.gif,Azure Wove,Rose Engine,Signal,Prussian Band,Glance,Cockade,Wavy Lines
4579,Perfin #4579,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4579.gif,Lilac Wove,Lattice,Pilot,Carmine Bar,Shout,Bare Device,Killer Bars
4580,Perfin #4580,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4580.gif,Sage Wove,Geometric Engine,Captain,Carmine Bar,Wink,Bare Device,Mint Uncancelled
4581,Perfin #4581,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4581.gif,Buff Wove,Sunburst,Clerk,Orange Triangle,Stern,Bare Device,Killer Bars
4582,Perfin #4582,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4582.gif,Buff Wove,Value Tablet,Keeper,No Surcharge,Glance,Pipe,Killer Bars
4583,Perfin #4583,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4583.gif,Grey Wove,Rose Engine,Captain,Prussian Band,Wink,Bare Device,Wavy Lines
4584,Perfin #4584,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4584.gif,Azure Wove,Wave Engine,Pilot,Carmine Bar,Calm,Pipe,Mint Uncancelled
4585,Perfin #4585,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4585.gif,Sage Wove,Sunburst,Captain,Orange Triangle,Glance,Medal,Wavy Lines
4586,Perfin #4586,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4586.gif,Lilac Wove,Rose Engine,Pilot,Carmine Bar,Stern,Spectacles,Mute Killer
4587,Perfin #4587,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4587.gif,Grey Wove,Geometric Engine,Botanist,Prussian Band,Stern,Goggles,Mint Uncancelled
4588,Perfin #4588,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4588.gif,Azure Wove,Rose Engine,Clerk,Prussian Band,Wink,Bare Device,Killer Bars
4589,Perfin #4589,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4589.gif,Grey Wove,Wave Engine,Captain,No Surcharge,Stern,Pipe,Mint Uncancelled
4590,Perfin #4590,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4590.gif,Rose Wove,Lattice,Keeper,Carmine Bar,Glance,Bare Device,Killer Bars
4591,Perfin #4591,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4591.gif,Ivory Wove,Lattice,Clerk,Carmine Bar,Calm,Cockade,Circular Date
4592,Perfin #4592,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4592.gif,Rose Wove,Geometric Engine,Botanist,No Surcharge,Shout,Bare Device,Mute Killer
4593,Perfin #4593,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4593.gif,Buff Wove,Sunburst,Mapper,Violet Oval,Stern,Spectacles,Wavy Lines
4594,Perfin #4594,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4594.gif,Pearl Wove,Lattice,Signal,No Surcharge,Calm,Medal,Killer Bars
4595,Perfin #4595,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4595.gif,Rose Wove,Value Tablet,Mapper,Carmine Bar,Calm,Bare Device,Mint Uncancelled
4596,Perfin #4596,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4596.gif,Azure Wove,Lattice,Clerk,Carmine Bar,Wink,Medal,Circular Date
4597,Perfin #4597,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4597.gif,Buff Wove,Geometric Engine,Keeper,Violet Oval,Shout,Bare Device,Mint Uncancelled
4598,Perfin #4598,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4598.gif,Sage Wove,Wave Engine,Keeper,Violet Oval,Glance,Bare Device,Circular Date
4599,Perfin #4599,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4599.gif,Azure Wove,Sunburst,Botanist,Prussian Band,Stern,Spectacles,Mint Uncancelled
4600,Perfin #4600,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4600.gif,Buff Wove,Lattice,Clerk,Prussian Band,Shout,Spectacles,Mint Uncancelled
4601,Perfin #4601,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4601.gif,Buff Wove,Rose Engine,Pilot,Carmine Bar,Smile,Spectacles,Wavy Lines
4602,Perfin #4602,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4602.gif,Ivory Wove,Wave Engine,Pilot,Carmine Bar,Calm,Goggles,Circular Date
4603,Perfin #4603,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4603.gif,Ivory Wove,Lattice,Botanist,Violet Oval,Glance,Bare Device,Mute Killer
4604,Perfin #4604,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4604.gif,Sage Wove,Wave Engine,Warden,Carmine Bar,Wink,Goggles,Mint Uncancelled
4605,Perfin #4605,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4605.gif,Grey Wove,Geometric Engine,Keeper,Carmine Bar,Calm,Goggles,Mute Killer
4606,Perfin #4606,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4606.gif,Rose Wove,Lattice,Keeper,No Surcharge,Smile,Spectacles,Killer Bars
4607,Perfin #4607,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4607.gif,Buff Wove,Rose Engine,Botanist,Carmine Bar,Calm,Bare Device,Mint Uncancelled
4608,Perfin #4608,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4608.gif,Lilac Wove,Value Tablet,Warden,Prussian Band,Glance,Medal,Circular Date
4609,Perfin #4609,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4609.gif,Grey Wove,Value Tablet,Warden,No Surcharge,Stern,Spectacles,Circular Date
4610,Perfin #4610,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4610.gif,Sage Wove,Sunburst,Pilot,Violet Oval,Calm,Spectacles,Circular Date
4611,Perfin #4611,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4611.gif,Rose Wove,Rose Engine,Keeper,Carmine Bar,Stern,Pipe,Mint Uncancelled
4612,Perfin #4612,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4612.gif,Ivory Wove,Rose Engine,Mapper,Violet Oval,Shout,Bare Device,Wavy Lines
4613,Perfin #4613,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4613.gif,Grey Wove,Sunburst,Mapper,Carmine Bar,Stern,Spectacles,Mute Killer
4614,Perfin #4614,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4614.gif,Azure Wove,Sunburst,Botanist,Violet Oval,Wink,Bare Device,Wavy Lines
4615,Perfin #4615,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4615.gif,Lilac Wove,Rose Engine,Warden,Violet Oval,Wink,Bare Device,Mint Uncancelled
4616,Perfin #4616,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4616.gif,Sage Wove,Rose Engine,Captain,Carmine Bar,Stern,Bare Device,Wavy Lines
4617,Perfin #4617,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4617.gif,Buff Wove,Geometric Engine,Clerk,No Surcharge,Smile,Medal,Mute Killer
4618,Perfin #4618,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4618.gif,Grey Wove,Sunburst,Botanist,Prussian Band,Glance,Spectacles,Circular Date
4619,Perfin #4619,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4619.gif,Pearl Wove,Value Tablet,Clerk,No Surcharge,Smile,Bare Device,Wavy Lines
4620,Perfin #4620,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4620.gif,Lilac Wove,Lattice,Warden,Carmine Bar,Calm,Cockade,Circular Date
4621,Perfin #4621,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4621.gif,Buff Wove,Sunburst,Pilot,Orange Triangle,Calm,Spectacles,Circular Date
4622,Perfin #4622,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4622.gif,Ivory Wove,Rose Engine,Mapper,Prussian Band,Shout,Spectacles,Wavy Lines
4623,Perfin #4623,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4623.gif,Rose Wove,Sunburst,Botanist,Orange Triangle,Stern,Bare Device,Mint Uncancelled
4624,Perfin #4624,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4624.gif,Ivory Wove,Rose Engine,Pilot,No Surcharge,Smile,Bare Device,Mute Killer
4625,Perfin #4625,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4625.gif,Rose Wove,Rose Engine,Warden,Prussian Band,Wink,Pipe,Circular Date
4626,Perfin #4626,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4626.gif,Grey Wove,Rose Engine,Clerk,No Surcharge,Wink,Pipe,Mint Uncancelled
4627,Perfin #4627,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4627.gif,Grey Wove,Geometric Engine,Botanist,Orange Triangle,Shout,Medal,Circular Date
4628,Perfin #4628,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4628.gif,Ivory Wove,Geometric Engine,Signal,Carmine Bar,Smile,Bare Device,Circular Date
4629,Perfin #4629,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4629.gif,Ivory Wove,Rose Engine,Signal,Orange Triangle,Calm,Medal,Circular Date
4630,Perfin #4630,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4630.gif,Azure Wove,Wave Engine,Pilot,Orange Triangle,Calm,Spectacles,Mute Killer
4631,Perfin #4631,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4631.gif,Sage Wove,Geometric Engine,Captain,Carmine Bar,Smile,Bare Device,Wavy Lines
4632,Perfin #4632,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4632.gif,Azure Wove,Rose Engine,Captain,Orange Triangle,Glance,Pipe,Mint Uncancelled
4633,Perfin #4633,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4633.gif,Sage Wove,Wave Engine,Keeper,No Surcharge,Stern,Bare Device,Killer Bars
4634,Perfin #4634,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4634.gif,Sage Wove,Lattice,Mapper,Prussian Band,Smile,Medal,Wavy Lines
4635,Perfin #4635,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4635.gif,Grey Wove,Rose Engine,Signal,No Surcharge,Stern,Spectacles,Circular Date
4636,Perfin #4636,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4636.gif,Ivory Wove,Wave Engine,Captain,No Surcharge,Shout,Spectacles,Mint Uncancelled
4637,Perfin #4637,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4637.gif,Rose Wove,Rose Engine,Clerk,Violet Oval,Shout,Spectacles,Mint Uncancelled
4638,Perfin #4638,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4638.gif,Pearl Wove,Geometric Engine,Mapper,Prussian Band,Stern,Spectacles,Mute Killer
4639,Perfin #4639,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,4639.gif,Sage Wove,Lattice,Warden,Prussian Band,Wink,Pipe,Wavy Lines
