tokenID,name,description,file_name,attributes[Cloth],attributes[Ember],attributes[Cast],attributes[Hinge],attributes[Cutwork],attributes[Leaf],attributes[Soot]
4764,Shade #4764,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4764.gif,Indigo Screen,Coal Glow,Ogre,Rust Brad,Star Lace,Gold Dust,Clear Air
4765,Shade #4765,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4765.gif,Rose Screen,Oil Lamp,Knight,Iron Brad,Star Lace,Gold Tips,Spark Rise
4766,Shade #4766,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4766.gif,Rose Screen,Forge Glow,Clown,No Hinge,Diamond Lace,Bare Hide,Lamp Haze
4767,Shade #4767,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4767.gif,Brass Screen,Coal Glow,Bird,Brass Brad,Dot Lace,Full Leaf,Spark Rise
4768,Shade #4768,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4768.gif,Smoke Screen,Hearth Glow,Ogre,Iron Brad,Diamond Lace,Gold Rim,Smoke Ribbon
4769,Shade #4769,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4769.gif,Smoke Screen,Oil Lamp,Bird,Rust Brad,Vine Lace,Gold Rim,Soot Motes
4770,Shade #4770,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4770.gif,Dusk Screen,Moon Glow,Sage,Iron Brad,Star Lace,Gold Rim,Soot Motes
4771,Shade #4771,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4771.gif,Indigo Screen,Coal Glow,Knight,No Hinge,Dot Lace,Gold Tips,Spark Rise
4772,Shade #4772,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4772.gif,Smoke Screen,Oil Lamp,Demon,Iron Brad,Diamond Lace,Gold Dust,Spark Rise
4773,Shade #4773,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4773.gif,Smoke Screen,Oil Lamp,Bride,Pearl Brad,Vine Lace,Gold Rim,Soot Motes
4774,Shade #4774,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4774.gif,Brass Screen,Oil Lamp,Clown,Brass Brad,Solid Hide,Gold Rim,Soot Motes
4775,Shade #4775,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4775.gif,Indigo Screen,Dawn Glow,Clown,No Hinge,Dot Lace,Gold Dust,Smoke Ribbon
4776,Shade #4776,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4776.gif,Smoke Screen,Oil Lamp,Ogre,Brass Brad,Solid Hide,Gold Tips,Clear Air
4777,Shade #4777,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4777.gif,Saffron Screen,Coal Glow,Knight,Brass Brad,Dot Lace,Bare Hide,Soot Motes
4778,Shade #4778,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4778.gif,Indigo Screen,Dawn Glow,Demon,Brass Brad,Vine Lace,Gold Dust,Smoke Ribbon
4779,Shade #4779,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4779.gif,Saffron Screen,Forge Glow,Sage,Iron Brad,Solid Hide,Gold Tips,Clear Air
4780,Shade #4780,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4780.gif,Smoke Screen,Coal Glow,Bird,Rust Brad,Solid Hide,Gold Dust,Spark Rise
4781,Shade #4781,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4781.gif,Saffron Screen,Hearth Glow,Sage,Rust Brad,Solid Hide,Bare Hide,Spark Rise
4782,Shade #4782,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4782.gif,Parchment Screen,Coal Glow,Sage,Pearl Brad,Diamond Lace,Gold Dust,Soot Motes
4783,Shade #4783,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4783.gif,Dusk Screen,Hearth Glow,Knight,Brass Brad,Solid Hide,Full Leaf,Clear Air
4784,Shade #4784,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4784.gif,Indigo Screen,Hearth Glow,Harper,No Hinge,Solid Hide,Bare Hide,Spark Rise
4785,Shade #4785,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4785.gif,Ash Screen,Moon Glow,Clown,Rust Brad,Diamond Lace,Gold Dust,Clear Air
4786,Shade #4786,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4786.gif,Indigo Screen,Dawn Glow,Harper,Brass Brad,Vine Lace,Gold Tips,Soot Motes
4787,Shade #4787,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4787.gif,Rose Screen,Dawn Glow,Knight,Brass Brad,Vine Lace,Gold Tips,Lamp Haze
4788,Shade #4788,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4788.gif,Parchment Screen,Moon Glow,Demon,Iron Brad,Solid Hide,Gold Dust,Clear Air
4789,Shade #4789,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4789.gif,Dusk Screen,Dawn Glow,Ogre,Rust Brad,Solid Hide,Gold Dust,Soot Motes
4790,Shade #4790,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4790.gif,Dusk Screen,Oil Lamp,Sage,Brass Brad,Diamond Lace,Bare Hide,Soot Motes
4791,Shade #4791,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4791.gif,Saffron Screen,Coal Glow,Clown,Rust Brad,Solid Hide,Full Leaf,Smoke Ribbon
4792,Shade #4792,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4792.gif,Indigo Screen,Moon Glow,Knight,Pearl Brad,Star Lace,Gold Dust,Soot Motes
4793,Shade #4793,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4793.gif,Smoke Screen,Forge Glow,Sage,Pearl Brad,Diamond Lace,Full Leaf,Spark Rise
4794,Shade #4794,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4794.gif,Smoke Screen,Coal Glow,Demon,No Hinge,Star Lace,Gold Tips,Soot Motes
4795,Shade #4795,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4795.gif,Indigo Screen,Dawn Glow,Harper,Brass Brad,Solid Hide,Gold Dust,Clear Air
4796,Shade #4796,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4796.gif,Ash Screen,Forge Glow,Bird,Pearl Brad,Star Lace,Bare Hide,Soot Motes
4797,Shade #4797,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4797.gif,Saffron Screen,Moon Glow,Sage,No Hinge,Diamond Lace,Bare Hide,Smoke Ribbon
4798,Shade #4798,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4798.gif,Parchment Screen,Oil Lamp,Bride,No Hinge,Solid Hide,Gold Rim,Spark Rise
4799,Shade #4799,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4799.gif,Indigo Screen,Hearth Glow,Sage,Rust Brad,Diamond Lace,Bare Hide,Lamp Haze
4800,Shade #4800,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4800.gif,Indigo Screen,Oil Lamp,Harper,Brass Brad,Vine Lace,Gold Dust,Clear Air
4801,Shade #4801,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4801.gif,Rose Screen,Dawn Glow,Knight,Pearl Brad,Diamond Lace,Bare Hide,Smoke Ribbon
4802,Shade #4802,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4802.gif,Dusk Screen,Moon Glow,Ogre,Iron Brad,Vine Lace,Bare Hide,Soot Motes
4803,Shade #4803,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4803.gif,Smoke Screen,Oil Lamp,Ogre,Brass Brad,Solid Hide,Gold Dust,Smoke Ribbon
4804,Shade #4804,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4804.gif,Brass Screen,Moon Glow,Harper,Brass Brad,Vine Lace,Bare Hide,Lamp Haze
4805,Shade #4805,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4805.gif,Dusk Screen,Oil Lamp,Sage,Rust Brad,Solid Hide,Bare Hide,Clear Air
4806,Shade #4806,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4806.gif,Dusk Screen,Dawn Glow,Knight,Brass Brad,Solid Hide,Gold Dust,Smoke Ribbon
4807,Shade #4807,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4807.gif,Parchment Screen,Forge Glow,Bird,Iron Brad,Star Lace,Gold Rim,Lamp Haze
4808,Shade #4808,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4808.gif,Indigo Screen,Dawn Glow,Knight,Rust Brad,Vine Lace,Full Leaf,Lamp Haze
4809,Shade #4809,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4809.gif,Saffron Screen,Oil Lamp,Bride,Rust Brad,Diamond Lace,Full Leaf,Clear Air
4810,Shade #4810,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4810.gif,Rose Screen,Dawn Glow,Sage,Iron Brad,Vine Lace,Bare Hide,Spark Rise
4811,Shade #4811,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4811.gif,Indigo Screen,Dawn Glow,Clown,Iron Brad,Vine Lace,Gold Dust,Clear Air
4812,Shade #4812,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4812.gif,Brass Screen,Forge Glow,Ogre,Brass Brad,Vine Lace,Full Leaf,Clear Air
4813,Shade #4813,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4813.gif,Smoke Screen,Forge Glow,Clown,Brass Brad,Dot Lace,Gold Dust,Spark Rise
4814,Shade #4814,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4814.gif,Dusk Screen,Oil Lamp,Knight,Pearl Brad,Diamond Lace,Gold Dust,Spark Rise
4815,Shade #4815,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4815.gif,Parchment Screen,Hearth Glow,Knight,Iron Brad,Star Lace,Gold Rim,Clear Air
4816,Shade #4816,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4816.gif,Dusk Screen,Oil Lamp,Bride,Iron Brad,Diamond Lace,Gold Tips,Lamp Haze
4817,Shade #4817,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4817.gif,Parchment Screen,Dawn Glow,Ogre,Iron Brad,Diamond Lace,Gold Tips,Spark Rise
4818,Shade #4818,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4818.gif,Dusk Screen,Forge Glow,Ogre,Brass Brad,Vine Lace,Bare Hide,Lamp Haze
4819,Shade #4819,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4819.gif,Saffron Screen,Coal Glow,Harper,Rust Brad,Diamond Lace,Full Leaf,Lamp Haze
4820,Shade #4820,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4820.gif,Saffron Screen,Oil Lamp,Ogre,Rust Brad,Vine Lace,Bare Hide,Lamp Haze
4821,Shade #4821,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4821.gif,Dusk Screen,Oil Lamp,Bride,Pearl Brad,Star Lace,Gold Rim,Clear Air
4822,Shade #4822,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4822.gif,Dusk Screen,Forge Glow,Ogre,Rust Brad,Diamond Lace,Gold Rim,Soot Motes
4823,Shade #4823,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4823.gif,Rose Screen,Oil Lamp,Ogre,No Hinge,Vine Lace,Bare Hide,Clear Air
4824,Shade #4824,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4824.gif,Dusk Screen,Oil Lamp,Ogre,Rust Brad,Star Lace,Gold Dust,Clear Air
4825,Shade #4825,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4825.gif,Dusk Screen,Hearth Glow,Knight,Pearl Brad,Star Lace,Gold Dust,Clear Air
4826,Shade #4826,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4826.gif,Saffron Screen,Dawn Glow,Harper,Rust Brad,Vine Lace,Bare Hide,Clear Air
4827,Shade #4827,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4827.gif,Parchment Screen,Moon Glow,Bride,Pearl Brad,Star Lace,Bare Hide,Smoke Ribbon
4828,Shade #4828,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4828.gif,Smoke Screen,Moon Glow,Harper,Rust Brad,Diamond Lace,Full Leaf,Clear Air
4829,Shade #4829,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4829.gif,Saffron Screen,Moon Glow,Clown,Brass Brad,Vine Lace,Gold Rim,Lamp Haze
4830,Shade #4830,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4830.gif,Dusk Screen,Coal Glow,Knight,Rust Brad,Solid Hide,Gold Tips,Smoke Ribbon
4831,Shade #4831,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4831.gif,Saffron Screen,Coal Glow,Knight,Brass Brad,Solid Hide,Bare Hide,Clear Air
4832,Shade #4832,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4832.gif,Ash Screen,Oil Lamp,Bride,Pearl Brad,Diamond Lace,Bare Hide,Spark Rise
4833,Shade #4833,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4833.gif,Parchment Screen,Forge Glow,Harper,No Hinge,Diamond Lace,Gold Rim,Smoke Ribbon
4834,Shade #4834,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4834.gif,Parchment Screen,Oil Lamp,Harper,Brass Brad,Solid Hide,Gold Dust,Spark Rise
4835,Shade #4835,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4835.gif,Parchment Screen,Forge Glow,Bride,Brass Brad,Diamond Lace,Gold Tips,Spark Rise
4836,Shade #4836,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4836.gif,Indigo Screen,Moon Glow,Ogre,No Hinge,Solid Hide,Full Leaf,Clear Air
4837,Shade #4837,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4837.gif,Brass Screen,Oil Lamp,Sage,Iron Brad,Star Lace,Bare Hide,Soot Motes
4838,Shade #4838,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4838.gif,Saffron Screen,Hearth Glow,Sage,No Hinge,Solid Hide,Gold Tips,Soot Motes
4839,Shade #4839,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4839.gif,Parchment Screen,Oil Lamp,Sage,Iron Brad,Solid Hide,Gold Rim,Clear Air
4840,Shade #4840,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4840.gif,Rose Screen,Coal Glow,Bride,Pearl Brad,Dot Lace,Bare Hide,Smoke Ribbon
4841,Shade #4841,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4841.gif,Saffron Screen,Forge Glow,Knight,Rust Brad,Vine Lace,Bare Hide,Spark Rise
4842,Shade #4842,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4842.gif,Smoke Screen,Forge Glow,Bird,Rust Brad,Star Lace,Gold Tips,Soot Motes
4843,Shade #4843,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4843.gif,Dusk Screen,Hearth Glow,Clown,Brass Brad,Dot Lace,Gold Rim,Clear Air
4844,Shade #4844,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4844.gif,Parchment Screen,Moon Glow,Knight,Brass Brad,Diamond Lace,Gold Rim,Smoke Ribbon
4845,Shade #4845,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4845.gif,Saffron Screen,Oil Lamp,Clown,Rust Brad,Star Lace,Gold Tips,Spark Rise
4846,Shade #4846,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4846.gif,Dusk Screen,Moon Glow,Knight,No Hinge,Star Lace,Gold Rim,Lamp Haze
4847,Shade #4847,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4847.gif,Saffron Screen,Coal Glow,Ogre,Iron Brad,Solid Hide,Bare Hide,Clear Air
4848,Shade #4848,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4848.gif,Dusk Screen,Forge Glow,Demon,Brass Brad,Diamond Lace,Bare Hide,Lamp Haze
4849,Shade #4849,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4849.gif,Indigo Screen,Oil Lamp,Knight,Brass Brad,Vine Lace,Full Leaf,Soot Motes
4850,Shade #4850,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4850.gif,Parchment Screen,Oil Lamp,Demon,Pearl Brad,Dot Lace,Bare Hide,Spark Rise
4851,Shade #4851,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4851.gif,Saffron Screen,Dawn Glow,Knight,Brass Brad,Dot Lace,Gold Tips,Soot Motes
4852,Shade #4852,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4852.gif,Dusk Screen,Forge Glow,Ogre,Rust Brad,Star Lace,Bare Hide,Soot Motes
4853,Shade #4853,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4853.gif,Smoke Screen,Forge Glow,Bird,No Hinge,Dot Lace,Gold Tips,Spark Rise
4854,Shade #4854,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4854.gif,Dusk Screen,Moon Glow,Bird,No Hinge,Diamond Lace,Full Leaf,Soot Motes
4855,Shade #4855,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4855.gif,Saffron Screen,Dawn Glow,Demon,Iron Brad,Diamond Lace,Gold Rim,Smoke Ribbon
4856,Shade #4856,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4856.gif,Smoke Screen,Oil Lamp,Clown,Brass Brad,Solid Hide,Bare Hide,Spark Rise
4857,Shade #4857,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4857.gif,Parchment Screen,Dawn Glow,Bird,Pearl Brad,Solid Hide,Gold Tips,Soot Motes
4858,Shade #4858,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4858.gif,Smoke Screen,Hearth Glow,Knight,Brass Brad,Vine Lace,Full Leaf,Spark Rise
4859,Shade #4859,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4859.gif,Ash Screen,Moon Glow,Demon,Iron Brad,Solid Hide,Gold Rim,Clear Air
4860,Shade #4860,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4860.gif,Parchment Screen,Dawn Glow,Demon,Pearl Brad,Star Lace,Full Leaf,Spark Rise
4861,Shade #4861,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4861.gif,Indigo Screen,Oil Lamp,Sage,Rust Brad,Star Lace,Bare Hide,Clear Air
4862,Shade #4862,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4862.gif,Parchment Screen,Dawn Glow,Demon,Brass Brad,Diamond Lace,Full Leaf,Lamp Haze
4863,Shade #4863,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4863.gif,Indigo Screen,Coal Glow,Harper,Brass Brad,Diamond Lace,Full Leaf,Soot Motes
4864,Shade #4864,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4864.gif,Parchment Screen,Oil Lamp,Bird,Brass Brad,Dot Lace,Bare Hide,Spark Rise
4865,Shade #4865,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4865.gif,Parchment Screen,Dawn Glow,Knight,Rust Brad,Vine Lace,Full Leaf,Soot Motes
4866,Shade #4866,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4866.gif,Brass Screen,Dawn Glow,Ogre,Pearl Brad,Diamond Lace,Gold Rim,Spark Rise
4867,Shade #4867,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4867.gif,Parchment Screen,Dawn Glow,Bride,Pearl Brad,Diamond Lace,Bare Hide,Lamp Haze
4868,Shade #4868,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4868.gif,Parchment Screen,Hearth Glow,Bride,No Hinge,Vine Lace,Gold Rim,Smoke Ribbon
4869,Shade #4869,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4869.gif,Dusk Screen,Oil Lamp,Sage,Brass Brad,Vine Lace,Bare Hide,Clear Air
4870,Shade #4870,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4870.gif,Dusk Screen,Coal Glow,Bird,Iron Brad,Vine Lace,Gold Tips,Smoke Ribbon
4871,Shade #4871,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4871.gif,Indigo Screen,Dawn Glow,Knight,Iron Brad,Diamond Lace,Full Leaf,Smoke Ribbon
4872,Shade #4872,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4872.gif,Parchment Screen,Hearth Glow,Knight,Pearl Brad,Vine Lace,Gold Rim,Spark Rise
4873,Shade #4873,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4873.gif,Ash Screen,Oil Lamp,Bird,No Hinge,Vine Lace,Gold Tips,Spark Rise
4874,Shade #4874,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4874.gif,Ash Screen,Forge Glow,Knight,Brass Brad,Solid Hide,Gold Dust,Lamp Haze
4875,Shade #4875,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4875.gif,Smoke Screen,Dawn Glow,Knight,Brass Brad,Dot Lace,Bare Hide,Lamp Haze
4876,Shade #4876,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4876.gif,Parchment Screen,Hearth Glow,Bird,Brass Brad,Solid Hide,Gold Tips,Soot Motes
4877,Shade #4877,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4877.gif,Indigo Screen,Oil Lamp,Clown,Rust Brad,Star Lace,Gold Dust,Clear Air
4878,Shade #4878,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4878.gif,Indigo Screen,Oil Lamp,Demon,No Hinge,Diamond Lace,Bare Hide,Smoke Ribbon
4879,Shade #4879,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4879.gif,Rose Screen,Forge Glow,Knight,Pearl Brad,Vine Lace,Bare Hide,Clear Air
4880,Shade #4880,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4880.gif,Brass Screen,Dawn Glow,Harper,Pearl Brad,Diamond Lace,Gold Rim,Clear Air
4881,Shade #4881,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4881.gif,Brass Screen,Hearth Glow,Clown,Iron Brad,Vine Lace,Gold Tips,Clear Air
4882,Shade #4882,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4882.gif,Saffron Screen,Hearth Glow,Bride,Pearl Brad,Vine Lace,Full Leaf,Smoke Ribbon
4883,Shade #4883,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4883.gif,Smoke Screen,Coal Glow,Sage,Iron Brad,Solid Hide,Gold Tips,Soot Motes
4884,Shade #4884,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4884.gif,Dusk Screen,Dawn Glow,Sage,Brass Brad,Dot Lace,Bare Hide,Smoke Ribbon
