tokenID,name,description,file_name,attributes[Paper],attributes[Bloom],attributes[Visage],attributes[Gaze],attributes[Mark],attributes[Adorn]
3409,Inkling #3409,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3409.gif,Cream Rice,Silver Veil,Otter,Sleepy,Clean face,Ink Ribbon
3410,Inkling #3410,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3410.gif,Rose Gold,Violet Haze,Crane,Lidded,Clean face,Flow Hair
3411,Inkling #3411,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3411.gif,Charcoal Wash,Teal Mist,Otter,Lidded,Ink Splash,Bare head
3412,Inkling #3412,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3412.gif,Charcoal Wash,Teal Mist,Fox,Dew,Clean face,Ink Ribbon
3413,Inkling #3413,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3413.gif,Peach Dusk,Gold Wash,Cat,Dew,Brush Streak,Soft Crown
3414,Inkling #3414,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3414.gif,Indigo Night,Violet Haze,Koi,Ember,Brush Streak,Flow Hair
3415,Inkling #3415,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3415.gif,Indigo Night,Violet Haze,Moon,Dew,Slow Drip,Flow Hair
3416,Inkling #3416,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3416.gif,Peach Dusk,Teal Mist,Koi,Wink,Slow Drip,Bare head
3417,Inkling #3417,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3417.gif,Celadon Garden,Teal Mist,Koi,Lidded,Ink Splash,Soft Crown
3418,Inkling #3418,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3418.gif,Storm Grey,Violet Haze,Cat,Bright,Brush Streak,Silk Bun
3419,Inkling #3419,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3419.gif,Charcoal Wash,No bloom,Moon,Sleepy,Brush Streak,Silk Bun
3420,Inkling #3420,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3420.gif,Indigo Night,Violet Haze,Fox,Lidded,Clean face,Ink Ribbon
3421,Inkling #3421,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3421.gif,Celadon Garden,No bloom,Cat,Sleepy,Slow Drip,Ink Ribbon
3422,Inkling #3422,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3422.gif,Peach Dusk,No bloom,Moon,Wink,Slow Drip,Ink Ribbon
3423,Inkling #3423,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3423.gif,Charcoal Wash,Coral Glow,Crane,Sleepy,Brush Streak,Silk Bun
3424,Inkling #3424,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3424.gif,Wine Paper,Silver Veil,Fox,Dew,Red Seal,Silk Bun
3425,Inkling #3425,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3425.gif,Charcoal Wash,Violet Haze,Hare,Bright,Ink Splash,Ink Ribbon
3426,Inkling #3426,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3426.gif,Peach Dusk,Coral Glow,Fox,Sleepy,Clean face,Silk Bun
3427,Inkling #3427,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3427.gif,Rose Gold,Silver Veil,Koi,Ember,Clean face,Bare head
3428,Inkling #3428,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3428.gif,Charcoal Wash,Gold Wash,Fox,Wink,Red Seal,Ink Ribbon
3429,Inkling #3429,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3429.gif,Celadon Garden,No bloom,Crane,Ember,Ink Splash,Ink Ribbon
3430,Inkling #3430,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3430.gif,Celadon Garden,Gold Wash,Crane,Lidded,Clean face,Bare head
3431,Inkling #3431,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3431.gif,Celadon Garden,Violet Haze,Crane,Sleepy,Clean face,Bare head
3432,Inkling #3432,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3432.gif,Celadon Garden,No bloom,Crane,Sleepy,Red Seal,Ink Ribbon
3433,Inkling #3433,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3433.gif,Celadon Garden,Silver Veil,Cat,Bright,Brush Streak,Flow Hair
3434,Inkling #3434,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3434.gif,Indigo Night,No bloom,Hare,Dew,Slow Drip,Bare head
3435,Inkling #3435,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3435.gif,Celadon Garden,Silver Veil,Otter,Sleepy,Clean face,Silk Bun
3436,Inkling #3436,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3436.gif,Rose Gold,Gold Wash,Moth,Sleepy,Ink Splash,Flow Hair
3437,Inkling #3437,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3437.gif,Rose Gold,Teal Mist,Crane,Wink,Red Seal,Flow Hair
3438,Inkling #3438,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3438.gif,Charcoal Wash,No bloom,Otter,Wink,Brush Streak,Soft Crown
3439,Inkling #3439,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3439.gif,Storm Grey,Silver Veil,Fox,Bright,Clean face,Silk Bun
3440,Inkling #3440,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3440.gif,Storm Grey,Violet Haze,Moth,Dew,Ink Splash,Bare head
3441,Inkling #3441,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3441.gif,Storm Grey,Silver Veil,Koi,Ember,Red Seal,Bare head
3442,Inkling #3442,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3442.gif,Storm Grey,Violet Haze,Koi,Wink,Clean face,Soft Crown
3443,Inkling #3443,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3443.gif,Celadon Garden,Violet Haze,Crane,Dew,Clean face,Soft Crown
3444,Inkling #3444,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3444.gif,Indigo Night,Gold Wash,Koi,Wink,Ink Splash,Silk Bun
3445,Inkling #3445,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3445.gif,Peach Dusk,No bloom,Koi,Ember,Ink Splash,Flow Hair
3446,Inkling #3446,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3446.gif,Wine Paper,No bloom,Otter,Bright,Clean face,Silk Bun
3447,Inkling #3447,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3447.gif,Celadon Garden,Teal Mist,Cat,Ember,Ink Splash,Soft Crown
3448,Inkling #3448,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3448.gif,Peach Dusk,Violet Haze,Crane,Lidded,Red Seal,Ink Ribbon
3449,Inkling #3449,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3449.gif,Indigo Night,Coral Glow,Moon,Bright,Red Seal,Soft Crown
3450,Inkling #3450,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3450.gif,Rose Gold,Teal Mist,Fox,Sleepy,Ink Splash,Bare head
3451,Inkling #3451,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3451.gif,Storm Grey,Silver Veil,Crane,Sleepy,Clean face,Flow Hair
3452,Inkling #3452,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3452.gif,Peach Dusk,Silver Veil,Cat,Lidded,Ink Splash,Flow Hair
3453,Inkling #3453,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3453.gif,Celadon Garden,Teal Mist,Fox,Bright,Brush Streak,Ink Ribbon
3454,Inkling #3454,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3454.gif,Peach Dusk,Silver Veil,Crane,Dew,Ink Splash,Silk Bun
3455,Inkling #3455,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3455.gif,Storm Grey,Teal Mist,Cat,Ember,Clean face,Silk Bun
3456,Inkling #3456,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3456.gif,Charcoal Wash,Violet Haze,Cat,Bright,Slow Drip,Flow Hair
3457,Inkling #3457,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3457.gif,Wine Paper,Violet Haze,Cat,Lidded,Clean face,Flow Hair
3458,Inkling #3458,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3458.gif,Charcoal Wash,No bloom,Otter,Ember,Clean face,Bare head
3459,Inkling #3459,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3459.gif,Cream Rice,No bloom,Cat,Dew,Clean face,Wash Hood
3460,Inkling #3460,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3460.gif,Storm Grey,No bloom,Crane,Bright,Clean face,Soft Crown
3461,Inkling #3461,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3461.gif,Rose Gold,No bloom,Hare,Bright,Slow Drip,Ink Ribbon
3462,Inkling #3462,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3462.gif,Rose Gold,Gold Wash,Fox,Sleepy,Ink Splash,Soft Crown
3463,Inkling #3463,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3463.gif,Wine Paper,Teal Mist,Cat,Bright,Red Seal,Bare head
3464,Inkling #3464,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3464.gif,Peach Dusk,No bloom,Cat,Sleepy,Brush Streak,Wash Hood
3465,Inkling #3465,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3465.gif,Peach Dusk,Silver Veil,Otter,Wink,Red Seal,Wash Hood
3466,Inkling #3466,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3466.gif,Rose Gold,Teal Mist,Moon,Bright,Slow Drip,Wash Hood
3467,Inkling #3467,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3467.gif,Wine Paper,Silver Veil,Hare,Wink,Clean face,Bare head
3468,Inkling #3468,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3468.gif,Peach Dusk,Gold Wash,Otter,Wink,Clean face,Soft Crown
3469,Inkling #3469,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3469.gif,Rose Gold,Teal Mist,Koi,Lidded,Clean face,Bare head
3470,Inkling #3470,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3470.gif,Storm Grey,Silver Veil,Koi,Lidded,Ink Splash,Silk Bun
3471,Inkling #3471,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3471.gif,Indigo Night,Coral Glow,Hare,Ember,Clean face,Silk Bun
3472,Inkling #3472,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3472.gif,Cream Rice,Gold Wash,Cat,Bright,Slow Drip,Bare head
3473,Inkling #3473,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3473.gif,Storm Grey,No bloom,Moth,Dew,Clean face,Silk Bun
3474,Inkling #3474,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3474.gif,Rose Gold,Silver Veil,Otter,Dew,Slow Drip,Wash Hood
3475,Inkling #3475,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3475.gif,Indigo Night,Teal Mist,Koi,Lidded,Ink Splash,Wash Hood
3476,Inkling #3476,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3476.gif,Celadon Garden,No bloom,Cat,Dew,Clean face,Soft Crown
3477,Inkling #3477,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3477.gif,Storm Grey,No bloom,Fox,Ember,Clean face,Ink Ribbon
3478,Inkling #3478,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3478.gif,Peach Dusk,Coral Glow,Cat,Bright,Slow Drip,Bare head
3479,Inkling #3479,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3479.gif,Peach Dusk,Gold Wash,Cat,Bright,Clean face,Bare head
3480,Inkling #3480,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3480.gif,Rose Gold,Coral Glow,Moth,Lidded,Slow Drip,Soft Crown
3481,Inkling #3481,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3481.gif,Indigo Night,Gold Wash,Crane,Ember,Clean face,Ink Ribbon
3482,Inkling #3482,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3482.gif,Wine Paper,Violet Haze,Fox,Sleepy,Clean face,Soft Crown
3483,Inkling #3483,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3483.gif,Peach Dusk,Violet Haze,Moth,Lidded,Red Seal,Wash Hood
3484,Inkling #3484,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3484.gif,Charcoal Wash,Gold Wash,Otter,Wink,Brush Streak,Ink Ribbon
3485,Inkling #3485,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3485.gif,Cream Rice,Gold Wash,Moth,Wink,Ink Splash,Soft Crown
3486,Inkling #3486,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3486.gif,Cream Rice,Gold Wash,Crane,Wink,Ink Splash,Bare head
3487,Inkling #3487,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3487.gif,Cream Rice,No bloom,Crane,Wink,Clean face,Silk Bun
3488,Inkling #3488,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3488.gif,Charcoal Wash,Coral Glow,Koi,Bright,Red Seal,Silk Bun
3489,Inkling #3489,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3489.gif,Charcoal Wash,Gold Wash,Moon,Sleepy,Clean face,Wash Hood
3490,Inkling #3490,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3490.gif,Indigo Night,Gold Wash,Crane,Lidded,Ink Splash,Ink Ribbon
3491,Inkling #3491,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3491.gif,Rose Gold,Teal Mist,Cat,Lidded,Clean face,Ink Ribbon
3492,Inkling #3492,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3492.gif,Storm Grey,Coral Glow,Otter,Ember,Slow Drip,Silk Bun
3493,Inkling #3493,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3493.gif,Celadon Garden,Violet Haze,Fox,Ember,Brush Streak,Bare head
3494,Inkling #3494,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3494.gif,Wine Paper,Violet Haze,Fox,Bright,Brush Streak,Soft Crown
3495,Inkling #3495,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3495.gif,Rose Gold,Violet Haze,Fox,Bright,Red Seal,Flow Hair
3496,Inkling #3496,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3496.gif,Charcoal Wash,No bloom,Moth,Wink,Clean face,Soft Crown
3497,Inkling #3497,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3497.gif,Cream Rice,Violet Haze,Fox,Ember,Slow Drip,Bare head
3498,Inkling #3498,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3498.gif,Wine Paper,Gold Wash,Fox,Lidded,Clean face,Ink Ribbon
3499,Inkling #3499,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3499.gif,Peach Dusk,No bloom,Fox,Wink,Brush Streak,Flow Hair
3500,Inkling #3500,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3500.gif,Indigo Night,Violet Haze,Cat,Ember,Clean face,Silk Bun
3501,Inkling #3501,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3501.gif,Cream Rice,Violet Haze,Crane,Wink,Red Seal,Flow Hair
3502,Inkling #3502,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3502.gif,Wine Paper,Violet Haze,Cat,Sleepy,Clean face,Wash Hood
3503,Inkling #3503,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3503.gif,Storm Grey,No bloom,Otter,Ember,Red Seal,Bare head
3504,Inkling #3504,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3504.gif,Peach Dusk,Gold Wash,Fox,Wink,Slow Drip,Bare head
3505,Inkling #3505,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3505.gif,Cream Rice,Coral Glow,Moon,Bright,Slow Drip,Flow Hair
3506,Inkling #3506,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3506.gif,Cream Rice,Teal Mist,Moon,Ember,Brush Streak,Bare head
3507,Inkling #3507,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3507.gif,Celadon Garden,Violet Haze,Fox,Sleepy,Red Seal,Flow Hair
3508,Inkling #3508,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3508.gif,Indigo Night,Coral Glow,Crane,Lidded,Clean face,Bare head
3509,Inkling #3509,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3509.gif,Rose Gold,Teal Mist,Fox,Wink,Clean face,Bare head
3510,Inkling #3510,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3510.gif,Wine Paper,Silver Veil,Fox,Wink,Ink Splash,Bare head
3511,Inkling #3511,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3511.gif,Rose Gold,Coral Glow,Moth,Wink,Slow Drip,Flow Hair
3512,Inkling #3512,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3512.gif,Celadon Garden,Gold Wash,Cat,Sleepy,Brush Streak,Ink Ribbon
3513,Inkling #3513,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3513.gif,Indigo Night,No bloom,Koi,Lidded,Clean face,Bare head
3514,Inkling #3514,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3514.gif,Rose Gold,No bloom,Koi,Dew,Brush Streak,Ink Ribbon
3515,Inkling #3515,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3515.gif,Indigo Night,No bloom,Koi,Wink,Ink Splash,Silk Bun
3516,Inkling #3516,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3516.gif,Cream Rice,No bloom,Crane,Lidded,Red Seal,Ink Ribbon
3517,Inkling #3517,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3517.gif,Peach Dusk,Coral Glow,Moth,Lidded,Clean face,Flow Hair
3518,Inkling #3518,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3518.gif,Celadon Garden,No bloom,Cat,Ember,Clean face,Bare head
3519,Inkling #3519,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3519.gif,Indigo Night,Silver Veil,Fox,Lidded,Slow Drip,Wash Hood
3520,Inkling #3520,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3520.gif,Indigo Night,Coral Glow,Cat,Dew,Clean face,Flow Hair
3521,Inkling #3521,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3521.gif,Wine Paper,No bloom,Crane,Bright,Brush Streak,Flow Hair
3522,Inkling #3522,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3522.gif,Charcoal Wash,Violet Haze,Moth,Ember,Clean face,Bare head
3523,Inkling #3523,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3523.gif,Charcoal Wash,Teal Mist,Crane,Bright,Clean face,Soft Crown
3524,Inkling #3524,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3524.gif,Rose Gold,Gold Wash,Moon,Sleepy,Clean face,Flow Hair
3525,Inkling #3525,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3525.gif,Indigo Night,Coral Glow,Cat,Sleepy,Slow Drip,Flow Hair
3526,Inkling #3526,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3526.gif,Charcoal Wash,Silver Veil,Crane,Wink,Red Seal,Soft Crown
3527,Inkling #3527,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3527.gif,Celadon Garden,No bloom,Otter,Wink,Slow Drip,Wash Hood
3528,Inkling #3528,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3528.gif,Peach Dusk,No bloom,Crane,Dew,Clean face,Flow Hair
3529,Inkling #3529,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3529.gif,Charcoal Wash,No bloom,Koi,Bright,Ink Splash,Soft Crown
3530,Inkling #3530,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3530.gif,Cream Rice,No bloom,Crane,Bright,Slow Drip,Soft Crown
3531,Inkling #3531,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3531.gif,Rose Gold,Violet Haze,Moth,Ember,Ink Splash,Ink Ribbon
3532,Inkling #3532,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3532.gif,Wine Paper,Coral Glow,Moth,Bright,Clean face,Ink Ribbon
3533,Inkling #3533,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3533.gif,Charcoal Wash,Silver Veil,Otter,Dew,Slow Drip,Ink Ribbon
3534,Inkling #3534,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3534.gif,Indigo Night,Teal Mist,Moth,Dew,Clean face,Soft Crown
3535,Inkling #3535,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3535.gif,Peach Dusk,No bloom,Crane,Lidded,Clean face,Flow Hair
3536,Inkling #3536,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3536.gif,Indigo Night,Coral Glow,Koi,Bright,Clean face,Wash Hood
3537,Inkling #3537,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3537.gif,Charcoal Wash,Violet Haze,Moth,Sleepy,Red Seal,Soft Crown
3538,Inkling #3538,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3538.gif,Indigo Night,Gold Wash,Hare,Bright,Clean face,Flow Hair
3539,Inkling #3539,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3539.gif,Storm Grey,No bloom,Cat,Sleepy,Clean face,Bare head
3540,Inkling #3540,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3540.gif,Charcoal Wash,No bloom,Moon,Lidded,Clean face,Ink Ribbon
3541,Inkling #3541,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3541.gif,Cream Rice,Coral Glow,Fox,Ember,Ink Splash,Soft Crown
3542,Inkling #3542,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3542.gif,Celadon Garden,Coral Glow,Fox,Bright,Red Seal,Ink Ribbon
3543,Inkling #3543,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3543.gif,Rose Gold,Gold Wash,Cat,Ember,Slow Drip,Silk Bun
3544,Inkling #3544,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3544.gif,Charcoal Wash,Teal Mist,Fox,Wink,Clean face,Soft Crown
3545,Inkling #3545,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3545.gif,Rose Gold,No bloom,Hare,Bright,Clean face,Soft Crown
3546,Inkling #3546,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3546.gif,Cream Rice,Violet Haze,Crane,Sleepy,Brush Streak,Flow Hair
3547,Inkling #3547,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3547.gif,Indigo Night,No bloom,Otter,Bright,Clean face,Bare head
3548,Inkling #3548,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3548.gif,Rose Gold,Coral Glow,Crane,Wink,Red Seal,Flow Hair
3549,Inkling #3549,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3549.gif,Wine Paper,No bloom,Moon,Wink,Clean face,Silk Bun
3550,Inkling #3550,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3550.gif,Rose Gold,No bloom,Fox,Dew,Ink Splash,Silk Bun
3551,Inkling #3551,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3551.gif,Indigo Night,Gold Wash,Moth,Dew,Slow Drip,Flow Hair
3552,Inkling #3552,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3552.gif,Storm Grey,Teal Mist,Fox,Lidded,Slow Drip,Wash Hood
3553,Inkling #3553,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3553.gif,Storm Grey,Teal Mist,Moon,Wink,Ink Splash,Soft Crown
3554,Inkling #3554,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3554.gif,Celadon Garden,Coral Glow,Koi,Wink,Brush Streak,Ink Ribbon
3555,Inkling #3555,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3555.gif,Storm Grey,Silver Veil,Koi,Lidded,Brush Streak,Ink Ribbon
3556,Inkling #3556,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3556.gif,Cream Rice,Coral Glow,Moon,Bright,Brush Streak,Bare head
3557,Inkling #3557,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3557.gif,Wine Paper,Gold Wash,Hare,Lidded,Brush Streak,Soft Crown
3558,Inkling #3558,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3558.gif,Indigo Night,Teal Mist,Moth,Bright,Ink Splash,Flow Hair
3559,Inkling #3559,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3559.gif,Peach Dusk,Gold Wash,Cat,Lidded,Red Seal,Flow Hair
3560,Inkling #3560,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3560.gif,Peach Dusk,Teal Mist,Otter,Wink,Slow Drip,Silk Bun
3561,Inkling #3561,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3561.gif,Celadon Garden,Violet Haze,Otter,Bright,Brush Streak,Wash Hood
3562,Inkling #3562,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3562.gif,Rose Gold,Coral Glow,Hare,Ember,Slow Drip,Wash Hood
3563,Inkling #3563,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3563.gif,Rose Gold,Violet Haze,Koi,Bright,Red Seal,Bare head
3564,Inkling #3564,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3564.gif,Rose Gold,Violet Haze,Hare,Sleepy,Clean face,Ink Ribbon
3565,Inkling #3565,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3565.gif,Wine Paper,Coral Glow,Otter,Ember,Slow Drip,Ink Ribbon
3566,Inkling #3566,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3566.gif,Rose Gold,Silver Veil,Koi,Lidded,Brush Streak,Bare head
3567,Inkling #3567,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3567.gif,Rose Gold,Teal Mist,Crane,Lidded,Ink Splash,Ink Ribbon
3568,Inkling #3568,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3568.gif,Storm Grey,Coral Glow,Moth,Wink,Clean face,Bare head
3569,Inkling #3569,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3569.gif,Celadon Garden,Gold Wash,Fox,Lidded,Clean face,Bare head
3570,Inkling #3570,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3570.gif,Peach Dusk,Silver Veil,Fox,Lidded,Slow Drip,Flow Hair
3571,Inkling #3571,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3571.gif,Peach Dusk,Coral Glow,Otter,Wink,Slow Drip,Ink Ribbon
3572,Inkling #3572,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,3572.gif,Celadon Garden,No bloom,Crane,Lidded,Slow Drip,Silk Bun
