tokenID,name,description,file_name,attributes[Yard],attributes[Glow],attributes[Pelt],attributes[Mug],attributes[Hat],attributes[Gear]
2943,Santa Paw #2943,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2943.gif,Candy Cane,Sparkle,Tuxedo,Surprised,None,None
2944,Santa Paw #2944,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2944.gif,Snowy Night,No glow,Ginger,Wink,None,Present
2945,Santa Paw #2945,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2945.gif,Aurora,Soft Halo,Ginger,Tongue Out,Antlers,Sweater
2946,Santa Paw #2946,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2946.gif,Candy Cane,Ember,White Fluff,Blush,Elf Cap,None
2947,Santa Paw #2947,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2947.gif,Snowy Night,Ember,Calico,Sleepy,None,None
2948,Santa Paw #2948,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2948.gif,Cookie Kitchen,No glow,Calico,Wink,Holly Crown,Scarf
2949,Santa Paw #2949,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2949.gif,Aurora,Sparkle,Calico,Cheerful,Santa Hat,Present
2950,Santa Paw #2950,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2950.gif,Aurora,Snow Glitter,Calico,Sleepy,Santa Hat,Scarf
2951,Santa Paw #2951,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2951.gif,Cozy Hearth,Sparkle,Ginger,Sleepy,Antlers,Scarf
2952,Santa Paw #2952,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2952.gif,Cookie Kitchen,Soft Halo,Gray Tabby,Blush,Santa Hat,Cocoa
2953,Santa Paw #2953,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2953.gif,Aurora,No glow,White Fluff,Surprised,None,Present
2954,Santa Paw #2954,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2954.gif,Snowy Night,Soft Halo,White Fluff,Cheerful,Elf Cap,None
2955,Santa Paw #2955,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2955.gif,Gift Wrap,Snow Glitter,White Fluff,Cheerful,Santa Hat,Cocoa
2956,Santa Paw #2956,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2956.gif,Candy Cane,Snow Glitter,Calico,Sleepy,Elf Cap,None
2957,Santa Paw #2957,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2957.gif,Candy Cane,Soft Halo,Gray Tabby,Cheerful,Santa Hat,None
2958,Santa Paw #2958,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2958.gif,Aurora,Soft Halo,Gray Tabby,Tongue Out,Santa Hat,Scarf
2959,Santa Paw #2959,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2959.gif,Candy Cane,Snow Glitter,Charcoal,Wink,None,Cocoa
2960,Santa Paw #2960,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2960.gif,Gift Wrap,Snow Glitter,Gray Tabby,Heart Eyes,Santa Hat,Scarf
2961,Santa Paw #2961,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2961.gif,Aurora,No glow,Gray Tabby,Tongue Out,Antlers,Sweater
2962,Santa Paw #2962,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2962.gif,Cookie Kitchen,Snow Glitter,White Fluff,Cheerful,Antlers,Sweater
2963,Santa Paw #2963,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2963.gif,Gift Wrap,Soft Halo,Calico,Blush,Elf Cap,Sweater
2964,Santa Paw #2964,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2964.gif,Gift Wrap,No glow,Tuxedo,Wink,Elf Cap,Present
2965,Santa Paw #2965,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2965.gif,Snowy Night,Sparkle,Calico,Sleepy,None,None
2966,Santa Paw #2966,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2966.gif,Snowy Night,Ember,Cocoa,Tongue Out,Holly Crown,None
2967,Santa Paw #2967,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2967.gif,Candy Cane,Soft Halo,White Fluff,Wink,Santa Hat,Cocoa
2968,Santa Paw #2968,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2968.gif,Cozy Hearth,Sparkle,Ginger,Tongue Out,Santa Hat,None
2969,Santa Paw #2969,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2969.gif,Gift Wrap,Snow Glitter,Tuxedo,Blush,Elf Cap,Cocoa
2970,Santa Paw #2970,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2970.gif,Aurora,Snow Glitter,Gray Tabby,Cheerful,Elf Cap,Present
2971,Santa Paw #2971,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2971.gif,Cozy Hearth,Sparkle,Ginger,Heart Eyes,Antlers,Present
2972,Santa Paw #2972,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2972.gif,Aurora,No glow,Tuxedo,Tongue Out,None,Sweater
2973,Santa Paw #2973,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2973.gif,Cozy Hearth,Soft Halo,Calico,Cheerful,Holly Crown,Cocoa
2974,Santa Paw #2974,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2974.gif,Cookie Kitchen,Soft Halo,Charcoal,Wink,Santa Hat,Scarf
2975,Santa Paw #2975,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2975.gif,Cookie Kitchen,Sparkle,Tuxedo,Cheerful,Santa Hat,Mistletoe
2976,Santa Paw #2976,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2976.gif,Cookie Kitchen,Ember,Charcoal,Cheerful,Antlers,Sweater
2977,Santa Paw #2977,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2977.gif,Snowy Night,No glow,Calico,Blush,Elf Cap,Cocoa
2978,Santa Paw #2978,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2978.gif,Snowy Night,No glow,Calico,Sleepy,None,None
2979,Santa Paw #2979,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2979.gif,Cookie Kitchen,No glow,Gray Tabby,Cheerful,Pom Beanie,Bells
2980,Santa Paw #2980,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2980.gif,Snowy Night,Soft Halo,Ginger,Wink,Pom Beanie,None
2981,Santa Paw #2981,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2981.gif,Candy Cane,No glow,White Fluff,Wink,Elf Cap,Sweater
2982,Santa Paw #2982,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2982.gif,Cookie Kitchen,Soft Halo,Ginger,Cheerful,Antlers,None
2983,Santa Paw #2983,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2983.gif,Gift Wrap,Sparkle,Gray Tabby,Sleepy,Santa Hat,Stocking
2984,Santa Paw #2984,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2984.gif,Gift Wrap,Sparkle,Tuxedo,Wink,None,None
2985,Santa Paw #2985,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2985.gif,Candy Cane,Soft Halo,White Fluff,Heart Eyes,None,Sweater
2986,Santa Paw #2986,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2986.gif,Gift Wrap,Snow Glitter,Tuxedo,Wink,Santa Hat,Bells
2987,Santa Paw #2987,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2987.gif,Candy Cane,Ember,Calico,Cheerful,Santa Hat,Cocoa
2988,Santa Paw #2988,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2988.gif,Gift Wrap,Snow Glitter,Cocoa,Cheerful,None,Present
2989,Santa Paw #2989,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2989.gif,Gift Wrap,Sparkle,Tuxedo,Surprised,Elf Cap,None
2990,Santa Paw #2990,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2990.gif,Aurora,Soft Halo,Charcoal,Cheerful,Antlers,Bells
2991,Santa Paw #2991,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2991.gif,Cozy Hearth,No glow,Ginger,Blush,Santa Hat,Sweater
2992,Santa Paw #2992,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2992.gif,Aurora,No glow,Gray Tabby,Heart Eyes,Pom Beanie,Mistletoe
2993,Santa Paw #2993,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2993.gif,Aurora,Soft Halo,Ginger,Surprised,None,Cocoa
2994,Santa Paw #2994,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2994.gif,Snowy Night,Soft Halo,Gray Tabby,Blush,Elf Cap,Sweater
2995,Santa Paw #2995,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2995.gif,Snowy Night,Soft Halo,Ginger,Sleepy,None,Bells
2996,Santa Paw #2996,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2996.gif,Candy Cane,Soft Halo,Tuxedo,Cheerful,Pom Beanie,Cocoa
2997,Santa Paw #2997,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2997.gif,Candy Cane,Snow Glitter,Calico,Heart Eyes,Antlers,Scarf
2998,Santa Paw #2998,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2998.gif,Candy Cane,Ember,Calico,Wink,Elf Cap,Present
2999,Santa Paw #2999,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",2999.gif,Candy Cane,Soft Halo,Gray Tabby,Heart Eyes,Pom Beanie,None
3000,Santa Paw #3000,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3000.gif,Snowy Night,No glow,White Fluff,Heart Eyes,None,Cocoa
3001,Santa Paw #3001,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3001.gif,Candy Cane,Sparkle,White Fluff,Sleepy,Pom Beanie,Scarf
3002,Santa Paw #3002,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3002.gif,Gift Wrap,No glow,Tuxedo,Cheerful,None,None
3003,Santa Paw #3003,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3003.gif,Gift Wrap,No glow,Cocoa,Blush,None,Scarf
3004,Santa Paw #3004,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3004.gif,Snowy Night,Snow Glitter,Calico,Cheerful,None,None
3005,Santa Paw #3005,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3005.gif,Candy Cane,Ember,Calico,Sleepy,Pom Beanie,Cocoa
3006,Santa Paw #3006,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3006.gif,Cookie Kitchen,Ember,Tuxedo,Wink,Holly Crown,Cocoa
3007,Santa Paw #3007,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3007.gif,Snowy Night,No glow,Tuxedo,Tongue Out,None,Sweater
3008,Santa Paw #3008,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3008.gif,Snowy Night,Ember,Calico,Cheerful,Holly Crown,Mistletoe
3009,Santa Paw #3009,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3009.gif,Candy Cane,Sparkle,Calico,Tongue Out,Santa Hat,None
3010,Santa Paw #3010,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3010.gif,Candy Cane,Soft Halo,Calico,Sleepy,Santa Hat,Cocoa
3011,Santa Paw #3011,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3011.gif,Candy Cane,Sparkle,Ginger,Wink,None,None
3012,Santa Paw #3012,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3012.gif,Aurora,Ember,Calico,Sleepy,Antlers,Sweater
3013,Santa Paw #3013,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3013.gif,Cookie Kitchen,No glow,Charcoal,Cheerful,Santa Hat,Present
3014,Santa Paw #3014,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3014.gif,Cookie Kitchen,Soft Halo,Tuxedo,Wink,Santa Hat,None
3015,Santa Paw #3015,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3015.gif,Cookie Kitchen,No glow,White Fluff,Sleepy,Pom Beanie,Scarf
3016,Santa Paw #3016,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3016.gif,Cookie Kitchen,No glow,White Fluff,Sleepy,None,Sweater
3017,Santa Paw #3017,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3017.gif,Aurora,No glow,Charcoal,Wink,None,Scarf
3018,Santa Paw #3018,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3018.gif,Cozy Hearth,Sparkle,Gray Tabby,Tongue Out,Santa Hat,Mistletoe
3019,Santa Paw #3019,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3019.gif,Cozy Hearth,No glow,White Fluff,Surprised,Santa Hat,None
3020,Santa Paw #3020,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3020.gif,Aurora,Soft Halo,Cocoa,Cheerful,None,Stocking
3021,Santa Paw #3021,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3021.gif,Gift Wrap,No glow,Gray Tabby,Blush,Elf Cap,Scarf
3022,Santa Paw #3022,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3022.gif,Snowy Night,Ember,Cocoa,Sleepy,Elf Cap,None
3023,Santa Paw #3023,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3023.gif,Cozy Hearth,Snow Glitter,Calico,Cheerful,Santa Hat,None
3024,Santa Paw #3024,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3024.gif,Aurora,Snow Glitter,Gray Tabby,Heart Eyes,Elf Cap,None
3025,Santa Paw #3025,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3025.gif,Cookie Kitchen,Snow Glitter,Gray Tabby,Cheerful,Elf Cap,Sweater
3026,Santa Paw #3026,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3026.gif,Cozy Hearth,No glow,Tuxedo,Wink,Holly Crown,None
3027,Santa Paw #3027,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3027.gif,Gift Wrap,No glow,Tuxedo,Blush,Antlers,Stocking
3028,Santa Paw #3028,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3028.gif,Cookie Kitchen,Soft Halo,White Fluff,Heart Eyes,None,Bells
3029,Santa Paw #3029,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3029.gif,Aurora,No glow,Calico,Blush,None,Mistletoe
3030,Santa Paw #3030,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3030.gif,Aurora,Snow Glitter,Calico,Surprised,Pom Beanie,Present
3031,Santa Paw #3031,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3031.gif,Cozy Hearth,No glow,White Fluff,Blush,Elf Cap,None
3032,Santa Paw #3032,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3032.gif,Cozy Hearth,Soft Halo,Ginger,Cheerful,Santa Hat,Bells
3033,Santa Paw #3033,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3033.gif,Cozy Hearth,Ember,Charcoal,Sleepy,Elf Cap,None
3034,Santa Paw #3034,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3034.gif,Cozy Hearth,Snow Glitter,Cocoa,Wink,Antlers,Bells
3035,Santa Paw #3035,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3035.gif,Cookie Kitchen,Sparkle,White Fluff,Surprised,Santa Hat,Sweater
3036,Santa Paw #3036,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3036.gif,Candy Cane,No glow,Cocoa,Heart Eyes,Holly Crown,Scarf
3037,Santa Paw #3037,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3037.gif,Aurora,Snow Glitter,Ginger,Blush,Antlers,Sweater
3038,Santa Paw #3038,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3038.gif,Candy Cane,Snow Glitter,Tuxedo,Wink,Antlers,Stocking
3039,Santa Paw #3039,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3039.gif,Candy Cane,Sparkle,Calico,Wink,Santa Hat,Bells
3040,Santa Paw #3040,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3040.gif,Gift Wrap,Sparkle,White Fluff,Cheerful,Holly Crown,None
3041,Santa Paw #3041,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3041.gif,Cookie Kitchen,No glow,Ginger,Blush,Antlers,Sweater
3042,Santa Paw #3042,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3042.gif,Cozy Hearth,Soft Halo,Ginger,Blush,Elf Cap,None
3043,Santa Paw #3043,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3043.gif,Candy Cane,No glow,Gray Tabby,Sleepy,Holly Crown,Scarf
3044,Santa Paw #3044,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3044.gif,Snowy Night,No glow,Charcoal,Sleepy,Holly Crown,Sweater
3045,Santa Paw #3045,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3045.gif,Cozy Hearth,Snow Glitter,Ginger,Surprised,Pom Beanie,Scarf
3046,Santa Paw #3046,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3046.gif,Snowy Night,Soft Halo,Gray Tabby,Sleepy,Santa Hat,Cocoa
3047,Santa Paw #3047,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3047.gif,Snowy Night,Sparkle,Ginger,Cheerful,Santa Hat,Cocoa
3048,Santa Paw #3048,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3048.gif,Gift Wrap,Snow Glitter,Ginger,Surprised,None,Bells
3049,Santa Paw #3049,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3049.gif,Snowy Night,No glow,Tuxedo,Cheerful,Elf Cap,Cocoa
3050,Santa Paw #3050,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3050.gif,Cozy Hearth,Ember,Ginger,Wink,Antlers,Bells
3051,Santa Paw #3051,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3051.gif,Snowy Night,Sparkle,Charcoal,Surprised,Elf Cap,Scarf
3052,Santa Paw #3052,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3052.gif,Cookie Kitchen,Sparkle,Gray Tabby,Wink,Antlers,Sweater
3053,Santa Paw #3053,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3053.gif,Cozy Hearth,No glow,Calico,Sleepy,Antlers,Present
3054,Santa Paw #3054,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3054.gif,Cozy Hearth,No glow,Calico,Cheerful,Pom Beanie,Sweater
3055,Santa Paw #3055,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3055.gif,Aurora,Ember,Ginger,Surprised,Antlers,None
3056,Santa Paw #3056,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3056.gif,Snowy Night,Snow Glitter,Calico,Tongue Out,Antlers,None
3057,Santa Paw #3057,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3057.gif,Candy Cane,Snow Glitter,Ginger,Heart Eyes,Elf Cap,Sweater
3058,Santa Paw #3058,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3058.gif,Cozy Hearth,Sparkle,Charcoal,Heart Eyes,Antlers,Cocoa
3059,Santa Paw #3059,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3059.gif,Cozy Hearth,No glow,Gray Tabby,Cheerful,Elf Cap,Scarf
3060,Santa Paw #3060,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3060.gif,Cozy Hearth,Soft Halo,Tuxedo,Cheerful,Elf Cap,Cocoa
3061,Santa Paw #3061,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3061.gif,Snowy Night,Sparkle,Ginger,Tongue Out,Antlers,Sweater
3062,Santa Paw #3062,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3062.gif,Snowy Night,Snow Glitter,Tuxedo,Cheerful,Pom Beanie,None
3063,Santa Paw #3063,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3063.gif,Candy Cane,Soft Halo,White Fluff,Surprised,Holly Crown,Scarf
3064,Santa Paw #3064,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3064.gif,Snowy Night,Soft Halo,Calico,Sleepy,None,Bells
3065,Santa Paw #3065,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3065.gif,Snowy Night,Sparkle,White Fluff,Wink,None,Scarf
3066,Santa Paw #3066,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3066.gif,Snowy Night,Snow Glitter,Gray Tabby,Surprised,Pom Beanie,Bells
3067,Santa Paw #3067,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3067.gif,Snowy Night,Snow Glitter,White Fluff,Sleepy,Antlers,Stocking
3068,Santa Paw #3068,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3068.gif,Gift Wrap,Soft Halo,White Fluff,Blush,Pom Beanie,Bells
3069,Santa Paw #3069,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3069.gif,Cookie Kitchen,Soft Halo,Cocoa,Heart Eyes,Antlers,None
3070,Santa Paw #3070,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3070.gif,Cozy Hearth,Sparkle,Charcoal,Tongue Out,Elf Cap,Present
3071,Santa Paw #3071,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3071.gif,Aurora,No glow,Cocoa,Tongue Out,Elf Cap,Cocoa
3072,Santa Paw #3072,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3072.gif,Aurora,Ember,Calico,Heart Eyes,Elf Cap,Cocoa
3073,Santa Paw #3073,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3073.gif,Aurora,No glow,Tuxedo,Sleepy,None,Stocking
3074,Santa Paw #3074,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3074.gif,Cozy Hearth,Soft Halo,Charcoal,Wink,Santa Hat,Bells
3075,Santa Paw #3075,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3075.gif,Snowy Night,Soft Halo,Cocoa,Heart Eyes,Pom Beanie,Stocking
3076,Santa Paw #3076,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3076.gif,Cozy Hearth,No glow,Ginger,Blush,Pom Beanie,Bells
3077,Santa Paw #3077,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3077.gif,Candy Cane,No glow,Tuxedo,Tongue Out,Pom Beanie,Present
3078,Santa Paw #3078,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3078.gif,Cozy Hearth,Soft Halo,Calico,Blush,None,Cocoa
3079,Santa Paw #3079,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3079.gif,Cozy Hearth,Snow Glitter,Charcoal,Heart Eyes,Santa Hat,Mistletoe
3080,Santa Paw #3080,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3080.gif,Gift Wrap,Snow Glitter,Gray Tabby,Sleepy,None,Scarf
3081,Santa Paw #3081,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3081.gif,Cozy Hearth,Snow Glitter,Gray Tabby,Cheerful,Antlers,Present
3082,Santa Paw #3082,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3082.gif,Aurora,Soft Halo,Gray Tabby,Blush,None,Bells
3083,Santa Paw #3083,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3083.gif,Snowy Night,Snow Glitter,White Fluff,Cheerful,None,None
3084,Santa Paw #3084,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3084.gif,Candy Cane,Sparkle,Ginger,Tongue Out,Elf Cap,Stocking
3085,Santa Paw #3085,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3085.gif,Gift Wrap,Snow Glitter,Gray Tabby,Sleepy,Pom Beanie,Bells
3086,Santa Paw #3086,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3086.gif,Candy Cane,Ember,Calico,Tongue Out,None,None
3087,Santa Paw #3087,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3087.gif,Cozy Hearth,Sparkle,Tuxedo,Cheerful,None,Sweater
3088,Santa Paw #3088,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3088.gif,Snowy Night,Ember,Gray Tabby,Cheerful,None,Scarf
3089,Santa Paw #3089,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3089.gif,Snowy Night,No glow,Calico,Cheerful,Holly Crown,Sweater
3090,Santa Paw #3090,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3090.gif,Cozy Hearth,Soft Halo,Ginger,Surprised,Santa Hat,Scarf
3091,Santa Paw #3091,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3091.gif,Cozy Hearth,Snow Glitter,Gray Tabby,Sleepy,Santa Hat,Scarf
3092,Santa Paw #3092,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3092.gif,Cozy Hearth,No glow,Charcoal,Tongue Out,Holly Crown,Stocking
3093,Santa Paw #3093,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3093.gif,Cookie Kitchen,Ember,Tuxedo,Surprised,Elf Cap,None
3094,Santa Paw #3094,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3094.gif,Snowy Night,Snow Glitter,Ginger,Cheerful,None,Scarf
3095,Santa Paw #3095,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3095.gif,Cookie Kitchen,Sparkle,Tuxedo,Cheerful,Holly Crown,None
3096,Santa Paw #3096,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3096.gif,Gift Wrap,No glow,White Fluff,Cheerful,Antlers,Bells
3097,Santa Paw #3097,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3097.gif,Aurora,Soft Halo,White Fluff,Wink,Antlers,Scarf
3098,Santa Paw #3098,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3098.gif,Candy Cane,Ember,White Fluff,Blush,Pom Beanie,Scarf
3099,Santa Paw #3099,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3099.gif,Snowy Night,Soft Halo,Gray Tabby,Cheerful,None,Cocoa
3100,Santa Paw #3100,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3100.gif,Cookie Kitchen,No glow,Gray Tabby,Sleepy,Santa Hat,Bells
3101,Santa Paw #3101,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3101.gif,Gift Wrap,Sparkle,Tuxedo,Tongue Out,Holly Crown,None
3102,Santa Paw #3102,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3102.gif,Cookie Kitchen,Ember,White Fluff,Wink,Holly Crown,Stocking
3103,Santa Paw #3103,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3103.gif,Snowy Night,Ember,Gray Tabby,Tongue Out,Santa Hat,Bells
3104,Santa Paw #3104,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3104.gif,Snowy Night,Ember,White Fluff,Blush,Antlers,None
3105,Santa Paw #3105,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3105.gif,Cozy Hearth,Sparkle,Tuxedo,Wink,Santa Hat,Present
3106,Santa Paw #3106,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3106.gif,Cozy Hearth,No glow,Gray Tabby,Blush,Elf Cap,None
