tokenID,name,description,file_name,attributes[Field],attributes[Pelt],attributes[Mug],attributes[Hat],attributes[Wrap],attributes[Charm]
2884,Foxin #2884,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2884.gif,Peach,Snow,Blep,Cap,Scarf,Acorn
2885,Foxin #2885,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2885.gif,Hearth,Maple,Pout,Beret,Bandana,None
2886,Foxin #2886,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2886.gif,Peach,Dusk,Blep,Leaf,Bandana,Lantern
2887,Foxin #2887,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2887.gif,Peach,Snow,Grin,Cap,Bell,Lantern
2888,Foxin #2888,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2888.gif,Dusk,Dusk,Normal,Beret,None,Acorn
2889,Foxin #2889,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2889.gif,Snow,Snow,Pout,Beanie,Scarf,Acorn
2890,Foxin #2890,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2890.gif,Hearth,Dusk,Wink,None,Scarf,Lantern
2891,Foxin #2891,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2891.gif,Snow,Snow,Blep,Beret,Bandana,None
2892,Foxin #2892,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2892.gif,Snow,Snow,Normal,Leaf,Bandana,Acorn
2893,Foxin #2893,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2893.gif,Peach,Maple,Normal,Beanie,Bell,Leaf
2894,Foxin #2894,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2894.gif,Dusk,Maple,Wink,Cap,Bell,Acorn
2895,Foxin #2895,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2895.gif,Dusk,Maple,Blep,Cap,Bandana,None
2896,Foxin #2896,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2896.gif,Hearth,Maple,Wink,Cap,Scarf,Lantern
2897,Foxin #2897,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2897.gif,Dusk,Maple,Heart,Cap,Scarf,Acorn
2898,Foxin #2898,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2898.gif,Snow,Maple,Grin,Beanie,Bell,Leaf
2899,Foxin #2899,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2899.gif,Snow,Snow,Blep,Flower,Bandana,Leaf
2900,Foxin #2900,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2900.gif,Snow,Maple,Grin,Bow,None,None
2901,Foxin #2901,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2901.gif,Snow,Snow,Pout,None,Scarf,Lantern
2902,Foxin #2902,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2902.gif,Dusk,Snow,Grin,Flower,None,Acorn
2903,Foxin #2903,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2903.gif,Dusk,Dusk,Sparkly,Bow,Bandana,Acorn
2904,Foxin #2904,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2904.gif,Hearth,Maple,Normal,Beanie,Scarf,Acorn
2905,Foxin #2905,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2905.gif,Dusk,Snow,Normal,Beret,Bell,Leaf
2906,Foxin #2906,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2906.gif,Peach,Snow,Sleepy,Beret,None,None
2907,Foxin #2907,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2907.gif,Snow,Snow,Normal,Cap,Bandana,None
2908,Foxin #2908,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2908.gif,Snow,Snow,Normal,Bow,Scarf,None
2909,Foxin #2909,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2909.gif,Hearth,Maple,Sleepy,Cap,None,Lantern
2910,Foxin #2910,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2910.gif,Snow,Snow,Sparkly,Leaf,Scarf,Leaf
2911,Foxin #2911,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2911.gif,Snow,Dusk,Wink,Beret,Scarf,None
2912,Foxin #2912,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2912.gif,Snow,Maple,Sparkly,Flower,Bell,Lantern
2913,Foxin #2913,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2913.gif,Snow,Snow,Pout,Cap,None,Leaf
2914,Foxin #2914,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2914.gif,Hearth,Maple,Normal,None,Bell,Acorn
2915,Foxin #2915,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2915.gif,Dusk,Snow,Pout,Leaf,Bell,Acorn
2916,Foxin #2916,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2916.gif,Peach,Snow,Sleepy,Flower,None,Acorn
2917,Foxin #2917,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2917.gif,Hearth,Maple,Sparkly,Beret,Bandana,Acorn
2918,Foxin #2918,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2918.gif,Snow,Maple,Pout,Leaf,Bandana,Leaf
2919,Foxin #2919,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2919.gif,Dusk,Snow,Sparkly,Cap,Scarf,None
2920,Foxin #2920,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2920.gif,Hearth,Maple,Wink,Flower,Bell,Leaf
2921,Foxin #2921,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2921.gif,Snow,Snow,Blep,Bow,None,None
2922,Foxin #2922,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2922.gif,Peach,Maple,Sleepy,Flower,None,Leaf
2923,Foxin #2923,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2923.gif,Hearth,Maple,Wink,None,Scarf,Acorn
2924,Foxin #2924,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2924.gif,Snow,Dusk,Normal,Beanie,Bandana,Leaf
2925,Foxin #2925,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2925.gif,Dusk,Snow,Sparkly,None,Bandana,Acorn
2926,Foxin #2926,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2926.gif,Peach,Snow,Heart,Leaf,Scarf,Acorn
2927,Foxin #2927,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2927.gif,Peach,Maple,Pout,Leaf,Bell,Acorn
2928,Foxin #2928,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2928.gif,Peach,Snow,Sparkly,Cap,Bell,Acorn
2929,Foxin #2929,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2929.gif,Peach,Maple,Blep,Bow,Bandana,Leaf
2930,Foxin #2930,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2930.gif,Peach,Snow,Sparkly,Flower,Scarf,None
2931,Foxin #2931,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2931.gif,Dusk,Maple,Normal,None,None,Lantern
2932,Foxin #2932,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2932.gif,Hearth,Maple,Grin,Beret,None,Leaf
2933,Foxin #2933,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2933.gif,Peach,Dusk,Sleepy,Leaf,None,None
2934,Foxin #2934,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2934.gif,Dusk,Dusk,Wink,None,None,None
2935,Foxin #2935,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2935.gif,Hearth,Maple,Blep,Cap,None,Acorn
2936,Foxin #2936,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2936.gif,Peach,Maple,Sparkly,Beanie,Scarf,Acorn
2937,Foxin #2937,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2937.gif,Peach,Snow,Blep,Beanie,Bandana,Lantern
2938,Foxin #2938,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2938.gif,Snow,Snow,Normal,None,None,Acorn
2939,Foxin #2939,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2939.gif,Dusk,Maple,Grin,Leaf,Bandana,Lantern
2940,Foxin #2940,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2940.gif,Snow,Maple,Sleepy,Bow,None,None
2941,Foxin #2941,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2941.gif,Hearth,Snow,Wink,Leaf,Scarf,Leaf
2942,Foxin #2942,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2942.gif,Hearth,Dusk,Normal,None,Bell,Lantern
2943,Foxin #2943,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2943.gif,Snow,Dusk,Heart,Flower,None,None
2944,Foxin #2944,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2944.gif,Hearth,Dusk,Wink,Leaf,Scarf,Leaf
2945,Foxin #2945,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2945.gif,Hearth,Maple,Sleepy,Flower,Bandana,Acorn
2946,Foxin #2946,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2946.gif,Snow,Maple,Wink,None,Bandana,Leaf
2947,Foxin #2947,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2947.gif,Peach,Snow,Pout,Bow,Scarf,None
2948,Foxin #2948,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2948.gif,Peach,Snow,Wink,Beret,Scarf,None
2949,Foxin #2949,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2949.gif,Dusk,Snow,Normal,Beret,Scarf,Leaf
2950,Foxin #2950,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2950.gif,Hearth,Snow,Sleepy,Leaf,None,None
2951,Foxin #2951,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2951.gif,Dusk,Maple,Sleepy,None,Scarf,Lantern
2952,Foxin #2952,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2952.gif,Dusk,Maple,Sparkly,Leaf,None,Leaf
2953,Foxin #2953,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2953.gif,Peach,Snow,Pout,Bow,Scarf,Lantern
2954,Foxin #2954,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2954.gif,Peach,Maple,Heart,Cap,Bell,None
2955,Foxin #2955,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2955.gif,Dusk,Maple,Sleepy,Beret,Bandana,Acorn
2956,Foxin #2956,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2956.gif,Dusk,Dusk,Sparkly,Beanie,None,Acorn
2957,Foxin #2957,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2957.gif,Snow,Snow,Grin,Flower,None,Leaf
2958,Foxin #2958,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2958.gif,Dusk,Snow,Grin,None,None,Acorn
2959,Foxin #2959,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2959.gif,Snow,Snow,Pout,Cap,None,Acorn
2960,Foxin #2960,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2960.gif,Dusk,Maple,Wink,Flower,Bandana,None
2961,Foxin #2961,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2961.gif,Snow,Dusk,Blep,Flower,Bell,None
2962,Foxin #2962,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2962.gif,Snow,Snow,Normal,Leaf,None,None
2963,Foxin #2963,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2963.gif,Dusk,Maple,Grin,Cap,Scarf,Acorn
2964,Foxin #2964,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2964.gif,Peach,Maple,Sparkly,Cap,None,Leaf
2965,Foxin #2965,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2965.gif,Snow,Snow,Pout,None,Scarf,Leaf
2966,Foxin #2966,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2966.gif,Dusk,Maple,Sparkly,Leaf,Bell,None
2967,Foxin #2967,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2967.gif,Hearth,Snow,Pout,None,None,Lantern
2968,Foxin #2968,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2968.gif,Hearth,Dusk,Sparkly,Flower,Bandana,None
2969,Foxin #2969,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2969.gif,Dusk,Dusk,Wink,None,Bell,Leaf
2970,Foxin #2970,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2970.gif,Peach,Snow,Sparkly,None,Bandana,Acorn
2971,Foxin #2971,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2971.gif,Peach,Snow,Wink,Bow,Bandana,Leaf
2972,Foxin #2972,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2972.gif,Snow,Dusk,Normal,Leaf,None,Acorn
2973,Foxin #2973,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2973.gif,Peach,Maple,Sparkly,Beanie,Bell,Lantern
2974,Foxin #2974,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2974.gif,Dusk,Maple,Heart,Bow,Bandana,None
2975,Foxin #2975,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2975.gif,Hearth,Maple,Grin,Cap,Bell,None
2976,Foxin #2976,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2976.gif,Dusk,Dusk,Heart,Cap,Scarf,None
2977,Foxin #2977,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2977.gif,Peach,Dusk,Sparkly,Beanie,Bell,Acorn
2978,Foxin #2978,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2978.gif,Dusk,Maple,Pout,Cap,Bell,None
2979,Foxin #2979,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2979.gif,Dusk,Maple,Sparkly,Flower,None,Acorn
2980,Foxin #2980,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2980.gif,Hearth,Maple,Blep,Beret,Bell,Lantern
2981,Foxin #2981,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2981.gif,Snow,Maple,Pout,Leaf,Bell,Acorn
2982,Foxin #2982,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2982.gif,Snow,Maple,Heart,Leaf,None,Leaf
2983,Foxin #2983,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2983.gif,Hearth,Maple,Sleepy,Bow,None,None
2984,Foxin #2984,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2984.gif,Snow,Maple,Sleepy,None,Bandana,None
2985,Foxin #2985,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2985.gif,Peach,Maple,Wink,Bow,Scarf,None
2986,Foxin #2986,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2986.gif,Dusk,Maple,Sparkly,Cap,Bell,Leaf
2987,Foxin #2987,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2987.gif,Hearth,Snow,Normal,Flower,None,Leaf
2988,Foxin #2988,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2988.gif,Peach,Maple,Sleepy,None,Bandana,Leaf
2989,Foxin #2989,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2989.gif,Peach,Maple,Grin,Flower,None,Leaf
2990,Foxin #2990,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2990.gif,Peach,Dusk,Wink,Leaf,Bandana,Leaf
2991,Foxin #2991,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2991.gif,Snow,Dusk,Sleepy,Beanie,Scarf,Leaf
2992,Foxin #2992,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2992.gif,Hearth,Maple,Grin,Leaf,None,Lantern
2993,Foxin #2993,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2993.gif,Snow,Dusk,Wink,None,None,Lantern
2994,Foxin #2994,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2994.gif,Hearth,Maple,Wink,None,None,Acorn
2995,Foxin #2995,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2995.gif,Peach,Dusk,Pout,Beanie,None,None
2996,Foxin #2996,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2996.gif,Peach,Snow,Blep,Leaf,None,Acorn
2997,Foxin #2997,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2997.gif,Hearth,Maple,Pout,Bow,Scarf,Leaf
2998,Foxin #2998,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2998.gif,Peach,Maple,Heart,Beanie,None,Lantern
2999,Foxin #2999,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,2999.gif,Peach,Snow,Sleepy,Leaf,None,Acorn
3000,Foxin #3000,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3000.gif,Peach,Maple,Grin,Cap,Scarf,None
3001,Foxin #3001,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3001.gif,Peach,Snow,Heart,None,Bandana,Leaf
3002,Foxin #3002,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3002.gif,Snow,Maple,Sleepy,Flower,Bandana,Lantern
3003,Foxin #3003,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3003.gif,Hearth,Maple,Wink,Beanie,None,Lantern
3004,Foxin #3004,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3004.gif,Peach,Dusk,Sparkly,Beanie,None,Acorn
3005,Foxin #3005,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3005.gif,Peach,Snow,Heart,Leaf,Bandana,Lantern
3006,Foxin #3006,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3006.gif,Dusk,Maple,Wink,Beret,Scarf,None
3007,Foxin #3007,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3007.gif,Snow,Dusk,Grin,Beanie,None,Lantern
3008,Foxin #3008,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3008.gif,Dusk,Maple,Grin,Beret,Bandana,Lantern
3009,Foxin #3009,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3009.gif,Hearth,Maple,Pout,Leaf,Bandana,None
3010,Foxin #3010,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3010.gif,Dusk,Maple,Grin,Beret,Bandana,Acorn
3011,Foxin #3011,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3011.gif,Dusk,Dusk,Blep,Beret,Bell,None
3012,Foxin #3012,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3012.gif,Peach,Dusk,Wink,Flower,Scarf,None
3013,Foxin #3013,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3013.gif,Hearth,Dusk,Pout,Beanie,None,Lantern
3014,Foxin #3014,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3014.gif,Peach,Maple,Normal,None,Scarf,None
3015,Foxin #3015,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3015.gif,Hearth,Dusk,Blep,None,Scarf,Leaf
3016,Foxin #3016,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3016.gif,Snow,Dusk,Wink,Beret,None,Lantern
3017,Foxin #3017,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3017.gif,Dusk,Snow,Blep,None,Bandana,Leaf
3018,Foxin #3018,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3018.gif,Peach,Snow,Heart,Beret,Bell,Leaf
3019,Foxin #3019,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3019.gif,Peach,Snow,Sparkly,Cap,Bandana,Lantern
3020,Foxin #3020,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3020.gif,Hearth,Dusk,Grin,Flower,Scarf,None
3021,Foxin #3021,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3021.gif,Dusk,Maple,Normal,Leaf,Scarf,Lantern
3022,Foxin #3022,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3022.gif,Hearth,Snow,Pout,None,Bell,Lantern
3023,Foxin #3023,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3023.gif,Peach,Maple,Sleepy,Beret,Bell,Acorn
3024,Foxin #3024,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3024.gif,Peach,Maple,Grin,None,None,Acorn
3025,Foxin #3025,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3025.gif,Peach,Dusk,Sparkly,None,Bandana,Leaf
3026,Foxin #3026,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3026.gif,Dusk,Snow,Wink,Leaf,Bell,None
3027,Foxin #3027,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3027.gif,Dusk,Maple,Sparkly,Bow,Bandana,Leaf
3028,Foxin #3028,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3028.gif,Peach,Maple,Sleepy,Bow,Bandana,Acorn
3029,Foxin #3029,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3029.gif,Dusk,Snow,Normal,Flower,Scarf,None
3030,Foxin #3030,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3030.gif,Hearth,Snow,Grin,Flower,None,None
3031,Foxin #3031,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3031.gif,Snow,Maple,Grin,Beret,Bandana,Lantern
3032,Foxin #3032,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3032.gif,Snow,Maple,Grin,Beanie,Scarf,None
3033,Foxin #3033,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3033.gif,Snow,Maple,Pout,Beanie,Bandana,Acorn
3034,Foxin #3034,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3034.gif,Dusk,Maple,Blep,None,Bell,Leaf
3035,Foxin #3035,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3035.gif,Peach,Maple,Blep,Beret,None,Acorn
3036,Foxin #3036,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3036.gif,Snow,Maple,Pout,Leaf,None,Acorn
3037,Foxin #3037,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3037.gif,Dusk,Snow,Sleepy,None,None,Lantern
3038,Foxin #3038,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3038.gif,Snow,Maple,Blep,Beret,None,None
3039,Foxin #3039,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3039.gif,Snow,Maple,Blep,Cap,None,None
3040,Foxin #3040,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3040.gif,Snow,Snow,Grin,Bow,None,Acorn
3041,Foxin #3041,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3041.gif,Peach,Snow,Heart,None,Bell,Leaf
3042,Foxin #3042,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3042.gif,Hearth,Maple,Grin,Flower,Bell,Acorn
3043,Foxin #3043,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3043.gif,Dusk,Maple,Sleepy,Cap,Bell,None
3044,Foxin #3044,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3044.gif,Snow,Dusk,Wink,None,None,Leaf
3045,Foxin #3045,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3045.gif,Snow,Maple,Sparkly,Bow,None,Acorn
3046,Foxin #3046,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3046.gif,Snow,Dusk,Sparkly,Flower,None,None
3047,Foxin #3047,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3047.gif,Dusk,Dusk,Sparkly,None,Bell,None
3048,Foxin #3048,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3048.gif,Snow,Snow,Normal,Bow,Scarf,Lantern
3049,Foxin #3049,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3049.gif,Hearth,Maple,Sparkly,None,Bandana,Acorn
3050,Foxin #3050,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3050.gif,Hearth,Snow,Pout,Flower,Scarf,Lantern
3051,Foxin #3051,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3051.gif,Hearth,Maple,Pout,Leaf,Scarf,Leaf
3052,Foxin #3052,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,3052.gif,Peach,Maple,Normal,None,Scarf,Lantern
